,neighbhood,nameAr,lat,lng,types,rating,user_ratings_total,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,isSuccessful,neighbhood_id,CompNum
909,al izdihar,الازدهار,24.7745858,46.7088981,Coffee,4,55,False,True,0,20,20,12,18,9,1,63,37
910,al muruj,المروج,24.7651683,46.6542031,Restaurants,4,55,False,True,0,20,20,16,17,7,1,30,12
911,al muruj,المروج,24.7693668,46.6644897,Coffee,4,55,True,True,0,20,20,18,20,10,1,66,22
912,al wahah,الواحة,24.7471855,46.7239549,Coffee,4,55,True,True,0,12,19,6,12,9,0,81,27
913,dhahrat al badiah,ظهرة البديعة,24.5851908,46.6546623,Coffee,4,1095,True,True,0,20,2,1,0,5,0,96,12
914,ar rimal,الرمال,24.8339676,46.7589103,Restaurants,4,55,True,True,1,20,8,3,11,3,0,74,5
915,al muruj,المروج,24.74606,46.660277,Coffee,4,1399,True,True,0,20,20,20,16,10,1,42,16
916,al yarmuk,اليرموك,24.797369,46.7778318,Restaurants,3,55,True,True,1,20,20,15,20,4,1,59,15
917,dhahrat al badiah,ظهرة البديعة,24.5803746,46.6583424,Coffee,4,55,True,True,1,20,7,3,2,6,0,14,15
918,ar rayan,الريان,24.7267386,46.7801498,Restaurants,4,810,True,True,1,20,12,8,12,10,0,48,34
919,an narjis,النرجس,24.8131875,46.6460625,Restaurants,4,539,True,True,0,20,20,18,11,3,1,63,21
920,qurtubah,قرطبة,24.8114315,46.734065,Restaurants,3,54,True,True,0,20,20,17,20,5,1,40,16
921,al uraija al wusta,العريجاء الوسطى,24.6034178,46.6419676,Coffee,4,54,True,True,0,20,4,3,0,2,0,64,7
922,as safarat,السفارات,24.6730049,46.6241519,Coffee,4,54,True,True,1,11,6,12,9,17,0,44,28
923,ghirnatah,غرناطة,24.7935143,46.7453355,Restaurants,4,519,True,True,0,20,20,15,20,7,1,99,26
924,an nasim al gharbi,النسيم الغربي,24.7476588,46.8436116,Restaurants,4,54,True,True,1,20,8,9,4,3,0,26,12
925,as safarat,السفارات,24.6791016,46.6234238,Restaurants,4,54,True,True,1,11,10,15,7,20,0,46,32
926,al murabba,المربع,24.6633938,46.7038397,Restaurants,2,54,True,True,1,20,19,17,20,9,1,63,22
927,al ulaya,العليا,24.6979067,46.68672429999999,Restaurants,4,53,True,True,0,20,20,20,20,4,1,102,45
928,al yasmin,الياسمين,24.808929,46.6584843,Restaurants,4,53,True,True,0,20,20,16,9,1,1,96,19
929,al muhammadiyah,المحمدية,24.7203185,46.656823,Coffee,4,53,True,True,1,18,19,12,10,6,1,76,20
930,al masif,المصيف,24.7546125,46.6891687,Coffee,4,53,True,True,1,20,20,9,15,9,1,48,12
931,al wisham,الوشام,24.6452452,46.7010774,Coffee,4,1325,True,True,0,20,20,18,18,8,1,55,18
932,as safarat,السفارات,24.6746995,46.62354209999999,Restaurants,4,52,True,True,0,11,6,12,9,17,0,77,29
933,az zahra,الزهراء,24.6906696,46.7321108,Restaurants,4,52,False,True,0,18,20,20,16,6,1,101,11
934,as safarat,السفارات,24.6848706,46.62544519999999,Restaurants,4,847,True,True,0,9,9,16,7,20,0,81,22
935,badr,بدر,24.5044358,46.6827139,Restaurants,3,52,True,True,0,2,0,0,0,0,0,74,1
936,al khalidiyah,الخالدية,24.6278813,46.7542522,Coffee,4,814,True,True,1,20,20,10,5,5,0,60,8
937,al manakh,المناخ,24.597871,46.7717084,Restaurants,4,52,True,True,1,20,11,5,7,2,0,36,17
938,al wazarat,الوزارات,24.6711909,46.7107913,Restaurants,4,52,True,True,1,20,20,18,20,12,1,2,24
939,an nasim al gharbi,النسيم الغربي,24.7005847,46.840936,Restaurants,3,51,True,True,0,20,10,4,6,3,0,1,12
940,al masif,المصيف,24.7670433,46.6826332,Restaurants,3,51,True,True,1,20,20,17,16,9,1,102,28
941,al faiha,الفيحاء,24.6733381,46.8169675,Restaurants,3,51,True,True,1,20,16,10,4,2,0,21,9
942,as sahafah,الصحافة,24.792875,46.632683,Restaurants,4,50,False,True,0,20,20,17,20,9,1,62,21
943,badr,بدر,24.5410814,46.7179391,Restaurants,4,50,True,True,0,20,20,1,2,2,0,48,1
944,ar rawdah,الروضة,24.741367,46.7783963,Restaurants,4,50,True,True,0,20,13,13,5,9,0,100,29
945,al muhammadiyah,المحمدية,24.7440595,46.6581074,Restaurants,3,50,True,True,1,20,20,20,17,11,1,50,15
946,al uraija al wusta,العريجاء الوسطى,24.5906377,46.6513901,Restaurants,3,819,True,True,1,20,4,1,0,5,0,94,9
947,dhahrat namar,ظهرة نمار,24.568212,46.62125200000001,Restaurants,3,1200,True,True,0,20,13,8,13,2,0,98,21
948,ash sharq,الشرق,24.9100346,46.9278121,Coffee,3,50,True,False,1,0,2,0,0,0,0,120,5
949,al badiah,البديعة,24.614224,46.675283,Coffee,3,49,True,False,0,20,4,9,7,9,0,34,4
950,al maizilah,المعيزلة,24.7695042,46.8293995,Coffee,4,49,True,True,0,20,12,7,20,6,0,100,8
951,al wazarat,الوزارات,24.6723542,46.7088859,Restaurants,3,49,True,True,1,20,19,16,20,12,1,34,24
952,al futah,الفوطة,24.6447783,46.7041079,Coffee,4,49,True,True,1,20,20,20,20,9,1,48,26
953,ar rayan,الريان,24.7131875,46.79537140000001,Coffee,4,832,True,True,1,20,7,4,4,11,0,58,18
954,badr,بدر,24.5226106,46.7261369,Restaurants,3,49,False,True,1,3,20,2,0,0,0,91,0
955,qurtubah,قرطبة,24.8157467,46.7284715,Coffee,4,48,False,True,0,14,20,18,18,4,1,34,15
956,umm al hamam al gharbi,ام الحمام الغربي,24.692024,46.6501649,Restaurants,3,48,True,True,1,20,10,10,9,3,0,91,8
957,umm al hamam al gharbi,ام الحمام الغربي,24.6933951,46.64991269999999,Restaurants,4,48,True,True,1,19,11,9,9,3,0,48,9
958,badr,بدر,24.5392336,46.7218825,Restaurants,3,48,True,True,1,13,20,2,2,1,0,74,1
959,al maizilah,المعيزلة,24.8033841,46.8545598,Coffee,3,48,True,False,1,20,2,5,6,3,0,67,3
960,sultanah,سلطانة,24.600383,46.697413,Coffee,3,47,True,True,0,20,9,14,3,7,0,28,9
961,al hamra,الحمراء,24.7826049,46.75876909999999,Coffee,4,795,True,True,0,20,20,17,18,5,1,14,19
962,dhahrat al badiah,ظهرة البديعة,24.5855991,46.6646332,Restaurants,4,47,False,True,0,20,3,5,2,5,0,58,18
963,al marwah,المروة,24.546073,46.665499,Restaurants,4,880,True,True,0,13,6,5,8,2,0,32,19
964,badr,بدر,24.5368235,46.6912253,Coffee,4,47,True,True,0,18,9,5,4,4,0,102,6
965,al mughrizat,المغرزات,24.7677591,46.7160695,Restaurants,2,47,True,True,1,20,20,13,20,11,1,85,39
966,ghirnatah,غرناطة,24.805048,46.750311,Coffee,4,47,True,True,1,20,20,13,16,9,1,15,19
967,manfuhah,منفوحة,24.5972613,46.7291533,Restaurants,4,46,True,True,0,20,17,16,12,0,0,48,10
968,ar rabwah,الربوة,24.6887,46.753031,Coffee,4,46,True,True,0,20,14,7,2,11,0,108,14
969,al hamra,الحمراء,24.7739971,46.7763023,Coffee,4,46,True,True,0,20,20,8,20,8,0,95,19
970,al futah,الفوطة,24.6397561,46.7168017,Restaurants,4,46,True,True,0,20,20,20,16,14,1,78,27
971,al malaz,الملز,24.6608779,46.73479529999999,Coffee,4,46,False,False,1,20,20,20,17,7,1,18,17
972,al izdihar,الازدهار,24.7808491,46.73036159999999,Restaurants,3,46,True,True,1,20,19,13,20,5,1,24,21
973,king saud university,جامعة الملك سعود,24.7378394,46.64226480000001,Coffee,4,1261,True,True,0,18,20,16,11,7,1,110,18
974,ar rawdah,الروضة,24.7441436,46.75495189999999,Coffee,4,845,True,True,1,20,13,9,10,5,0,75,27
975,al malaz,الملز,24.6673596,46.733746,Coffee,3,46,True,True,1,20,20,20,20,8,1,5,18
976,al ulaya,العليا,24.6804594,46.6872667,Coffee,3,46,True,True,1,20,20,17,20,9,1,119,29
977,jarir,جرير,24.6864431,46.7496343,Coffee,4,45,True,True,0,20,18,10,4,13,1,81,14
978,as sahafah,الصحافة,24.7852039,46.6339149,Coffee,4,847,True,True,1,20,20,16,20,10,1,100,21
979,as sulimaniyah,السليمانية,24.7198199,46.6900288,Coffee,4,45,True,True,0,20,20,19,20,7,1,26,26
980,al ulaya,العليا,24.6933706,46.669306,Coffee,3,45,True,True,0,20,20,20,20,4,1,19,35
981,al mughrizat,المغرزات,24.7674735,46.715767,Restaurants,4,1097,False,True,0,20,20,11,20,12,1,37,39
982,al yarmuk,اليرموك,24.7949978,46.7742768,Coffee,3,45,True,True,1,20,20,13,19,6,1,100,14
983,al mahdiyah,المهدية,24.629571,46.54125210000001,Restaurants,4,45,True,True,1,20,13,3,8,1,0,18,16
984,at taawn,التعاون,24.7779609,46.6889633,Restaurants,2,45,True,True,1,20,20,14,15,5,1,81,36
985,al qadisiyah,القادسية,24.8194274,46.8124504,Restaurants,3,45,False,True,1,10,13,3,20,5,0,42,10
986,al maizilah,المعيزلة,24.7805396,46.8211405,Restaurants,3,45,True,True,1,20,7,6,20,4,0,40,7
987,hittin,حطين,24.7640342,46.6043057,Restaurants,3,45,False,True,1,9,15,8,3,2,0,99,19
988,as sulai,السلي,24.6855839,46.8431781,Restaurants,4,45,True,True,1,10,18,7,6,4,0,64,6
989,al muruj,المروج,24.7445533,46.6579019,Restaurants,4,44,True,True,0,20,20,20,16,12,1,31,15
990,dhahrat al badiah,ظهرة البديعة,24.5851907,46.6787117,Restaurants,4,852,True,True,1,20,5,7,4,8,0,45,17
991,al jazirah,الجزيرة,24.6593453,46.78792000000001,Restaurants,2,44,True,True,0,18,8,7,0,2,0,64,6
992,al ulaya,العليا,24.711039,46.6938756,Restaurants,3,495,True,True,0,20,20,20,20,4,1,48,31
993,al khalij,الخليج,24.7635085,46.8103718,Coffee,4,44,True,True,0,20,13,15,15,4,0,26,19
994,al wazarat,الوزارات,24.6742196,46.7143491,Coffee,4,44,True,True,1,20,20,20,20,12,1,31,21
995,al ulaya,العليا,24.6869152,46.689352,Coffee,4,44,True,True,1,20,20,20,20,8,1,98,24
996,al ulaya,العليا,24.6994233,46.6683589,Coffee,4,44,True,True,1,20,20,20,20,4,1,102,40
997,at taawn,التعاون,24.7661944,46.68851369999999,Coffee,4,44,True,True,1,20,20,13,13,8,1,73,23
998,al mursalat,المرسلات,24.7420595,46.67926320000001,Restaurants,4,43,True,True,0,19,20,11,13,12,1,98,17
999,thulaim,ثليم,24.6402093,46.72383259999999,Restaurants,3,43,True,True,0,20,20,20,19,12,1,48,22
1000,al malaz,الملز,24.6718373,46.7361947,Restaurants,4,43,False,True,0,20,20,20,20,11,1,53,23
1001,al uraija al wusta,العريجاء الوسطى,24.6070382,46.6364862,Restaurants,3,43,True,True,0,20,5,3,0,2,0,30,6
1002,as sulimaniyah,السليمانية,24.7206955,46.6926739,Restaurants,4,862,True,True,0,20,20,17,17,3,1,86,19
1003,al ulaya,العليا,24.6743159,46.6683804,Coffee,4,43,True,True,0,16,12,6,17,5,0,73,20
1004,al falah,الفلاح,24.796386,46.712128,Coffee,3,43,True,True,1,20,20,16,20,7,1,67,19
1005,al uraija al gharbiyah,العريجاء الغربية,24.5833165,46.6010454,Coffee,4,43,True,True,1,20,12,10,6,4,0,34,7
1006,dhahrat al badiah,ظهرة البديعة,24.5885247,46.6595243,Restaurants,3,43,True,True,1,20,3,2,2,4,0,1,12
1007,hittin,حطين,24.7698871,46.58509790000001,Coffee,4,859,True,True,1,16,12,11,4,4,0,100,3
1008,al wahah,الواحة,24.7455967,46.70508969999999,Coffee,4,42,True,True,0,20,20,7,12,8,1,113,23
1009,al mahdiyah,المهدية,24.6323523,46.5280296,Restaurants,3,860,True,True,1,19,7,2,6,0,0,41,12
1010,al muruj,المروج,24.7502145,46.65369829999999,Coffee,4,42,True,True,0,20,20,20,20,9,1,102,15
1011,al uraija,العريجاء,24.6265224,46.6546081,Coffee,4,42,True,True,1,13,2,0,2,2,0,110,2
1012,al janadriyah,الجنادرية,24.7910644,46.8768834,Restaurants,4,41,True,True,0,20,2,11,4,1,0,122,5
1013,an nasim al gharbi,النسيم الغربي,24.745382,46.8446181,Restaurants,3,41,True,True,0,20,9,9,4,3,0,30,12
1014,umm al hamam al gharbi,ام الحمام الغربي,24.688449,46.6466815,Restaurants,3,41,True,True,0,19,12,13,8,4,0,42,9
1015,areed,عريض,24.4854551,46.6215063,Restaurants,3,41,True,True,1,12,3,1,0,0,0,90,6
1016,ishbiliyah,اشبيلية,24.8081318,46.8101218,Coffee,4,41,True,True,1,20,13,7,20,5,0,88,5
1017,al uraija al wusta,العريجاء الوسطى,24.6114587,46.6446376,Coffee,4,41,True,True,1,20,3,1,0,2,0,14,5
1018,ghirnatah,غرناطة,24.7904082,46.74477599999999,Restaurants,4,755,False,True,0,20,20,16,20,8,1,99,27
1019,badr,بدر,24.5205502,46.7235028,Coffee,4,40,True,True,0,3,20,2,0,0,0,22,0
1020,areed,عريض,24.4874039,46.6340124,Restaurants,4,40,True,True,0,15,2,0,0,1,0,28,9
1021,ar rimal,الرمال,24.8378485,46.7764483,Restaurants,3,40,True,True,0,20,5,3,9,0,0,48,3
1022,al muhammadiyah,المحمدية,24.7431336,46.6587099,Coffee,3,40,True,True,1,20,20,20,18,11,1,100,15
1023,badr,بدر,24.5377482,46.71570149999999,Restaurants,4,40,True,True,1,19,20,2,2,2,0,62,1
1024,hittin,حطين,24.750723,46.61321179999999,Restaurants,4,39,True,True,0,10,16,8,6,3,0,63,20
1025,al hamra,الحمراء,24.7665808,46.7547473,Restaurants,4,39,True,True,0,20,20,17,16,6,1,32,15
1026,al mishal,المشاعل,24.6256722,46.8795219,Restaurants,4,39,True,True,0,1,16,3,0,0,0,23,1
1027,al mutamarat,المؤتمرات,24.6746382,46.69189309999999,Coffee,4,39,True,True,0,20,20,19,20,8,1,37,16
1028,al yarmuk,اليرموك,24.7934048,46.8054276,Restaurants,4,39,True,True,0,20,9,9,14,4,0,102,13
1029,an nuzhah,النزهة,24.7521022,46.69867180000001,Coffee,4,39,False,True,0,20,20,8,17,10,1,115,22
1030,dhahrat laban,ظهرة لبن,24.6182563,46.534521,Restaurants,3,39,True,True,0,20,12,2,6,0,0,64,7
1031,taibah,طيبة,24.559826,46.86384959999999,Restaurants,4,39,True,True,1,16,18,2,0,6,0,39,1
1032,al wadi,الوادي,24.796085,46.6982851,Coffee,3,38,True,True,0,20,20,10,20,8,1,64,20
1033,ar rimal,الرمال,24.9240847,46.7130225,Restaurants,4,38,True,True,1,0,5,6,1,0,0,99,1
1034,king saud university,جامعة الملك سعود,24.7146865,46.634938,Coffee,2,38,True,True,1,20,15,7,7,4,0,82,6
1035,taibah,طيبة,24.5596511,46.84702,Restaurants,3,38,True,True,1,20,5,4,0,7,0,51,4
1036,al qirawan,القيروان,24.809059,46.58946299999999,Coffee,4,863,True,True,1,10,20,12,4,0,0,110,20
1037,umm salim,ام سليم,24.6343573,46.6999453,Restaurants,4,37,False,True,0,20,17,17,16,12,1,51,28
1038,king khalid airport,مطار الملك خالد,24.819193,46.7310243,Coffee,4,869,True,True,1,18,20,15,15,4,1,63,14
1039,al futah,الفوطة,24.6397837,46.7162167,Restaurants,4,37,True,True,0,20,20,20,16,14,1,45,27
1040,al ghadir,الغدير,24.7832681,46.6623711,Coffee,3,37,True,True,0,20,20,13,15,8,1,64,35
1041,dhahrat namar,ظهرة نمار,24.5643993,46.6266241,Restaurants,3,37,False,False,1,20,13,7,12,2,0,12,25
1042,al masani,المصانع,24.5880859,46.7425208,Restaurants,3,37,False,True,1,10,18,11,15,1,0,81,17
1043,shubra,شبرا,24.5748889,46.6775281,Coffee,4,872,True,False,1,20,7,4,4,9,0,52,16
1044,al izdihar,الازدهار,24.7811105,46.7306525,Restaurants,3,37,True,True,1,20,19,12,20,5,1,107,23
1045,hittin,حطين,24.7688562,46.5882312,Coffee,3,37,True,True,1,14,14,10,5,2,0,45,4
1046,dhahrat namar,ظهرة نمار,24.5553108,46.6098438,Restaurants,3,37,True,True,1,7,10,2,9,2,0,78,9
1047,thulaim,ثليم,24.6442414,46.7186664,Restaurants,4,37,True,True,1,20,20,20,17,12,1,109,23
1048,al wadi,الوادي,24.7992223,46.6977789,Restaurants,3,875,True,True,1,20,20,11,19,7,1,33,18
1049,ghirnatah,غرناطة,24.80392,46.75057109999999,Coffee,4,37,True,True,1,20,20,15,17,10,1,48,21
1050,al ghadir,الغدير,24.7745052,46.66652699999999,Coffee,4,36,True,True,0,20,20,17,20,9,1,78,31
1051,al murabba,المربع,24.6639541,46.7037608,Coffee,4,36,True,False,0,20,19,17,20,8,1,14,23
1052,al futah,الفوطة,24.6445066,46.71795340000001,Restaurants,2,36,True,True,0,20,20,20,18,12,1,63,26
1053,al marwah,المروة,24.5471759,46.6677652,Coffee,4,36,True,True,0,13,5,6,9,2,0,31,17
1054,dahiat namar,ضاحية نمار,24.4849433,46.5421066,Restaurants,3,36,True,True,1,0,1,2,0,1,0,50,0
1055,dahiat namar,ضاحية نمار,24.5047633,46.52066199999999,Restaurants,4,35,True,True,0,2,0,0,0,0,0,19,0
1056,al murabba,المربع,24.6634002,46.7040077,Restaurants,2,35,True,True,0,20,18,17,20,10,1,48,22
1057,shubra,شبرا,24.5750428,46.67785,Coffee,3,35,True,True,0,20,6,5,4,9,0,21,16
1058,king saud university,جامعة الملك سعود,24.742045,46.6348092,Coffee,4,35,True,True,0,17,20,12,8,4,1,74,16
1059,al khalidiyah,الخالدية,24.6315135,46.7491317,Restaurants,4,879,True,True,1,20,20,13,0,2,0,48,6
1060,an nasim al gharbi,النسيم الغربي,24.7446325,46.8460519,Restaurants,4,35,True,True,1,20,8,7,4,3,0,40,11
1061,ar rimal,الرمال,24.823438,46.7470454,Restaurants,4,35,False,True,1,20,17,8,20,6,0,54,6
1062,ar rawdah,الروضة,24.7253205,46.7620549,Restaurants,4,35,True,True,1,20,17,5,13,8,0,88,24
1063,al khalij,الخليج,24.7671299,46.8077121,Restaurants,3,35,True,True,1,20,10,14,14,6,0,25,14
1064,an nasim al gharbi,النسيم الغربي,24.7231984,46.8272443,Restaurants,3,35,True,True,1,20,11,10,7,4,0,81,4
1065,dhahrat namar,ظهرة نمار,24.5671659,46.6233441,Restaurants,3,882,True,True,1,20,12,8,12,1,0,82,24
1066,al uraija al wusta,العريجاء الوسطى,24.603498,46.65353169999999,Coffee,3,35,True,True,1,20,4,1,0,4,0,36,5
1067,al masif,المصيف,24.7743382,46.6808624,Restaurants,4,891,True,True,1,20,20,16,15,5,1,74,34
1068,ilaishah,عليشة,24.6302422,46.6912567,Restaurants,3,33,True,True,0,20,10,10,13,6,0,30,22
1069,ar raid,الرائد,24.7010111,46.6470984,Coffee,4,33,True,True,0,20,16,14,9,3,0,94,9
1070,hittin,حطين,24.7663783,46.611748,Coffee,3,33,True,True,1,14,20,7,6,3,0,0,17
1071,al malaz,الملز,24.6771025,46.7362441,Restaurants,3,33,True,True,1,20,20,20,19,14,1,30,21
1072,an narjis,النرجس,24.8174016,46.6404424,Coffee,3,33,True,True,1,20,20,20,20,3,1,54,23
1073,king khalid airport,مطار الملك خالد,24.8194776,46.7310689,Coffee,4,718,True,True,0,18,20,16,16,4,1,109,14
1074,al yarmuk,اليرموك,24.7937421,46.7994941,Restaurants,4,32,True,True,0,20,11,11,15,4,0,43,18
1075,al qirawan,القيروان,24.8002324,46.60017819999999,Restaurants,3,32,True,True,0,14,20,14,3,5,0,76,24
1076,at taawn,التعاون,24.7725249,46.6971691,Coffee,3,32,True,True,1,20,20,15,15,8,1,26,29
1077,an nahdah,النهضة,24.7535823,46.80410130000001,Restaurants,3,32,True,True,1,20,15,11,15,5,0,7,12
1078,tuwaiq,طويق,24.5544674,46.5135061,Coffee,4,32,True,True,1,20,2,5,3,1,0,58,11
1079,al malaz,الملز,24.6760257,46.74576829999999,Restaurants,3,32,True,True,1,20,20,17,13,14,1,0,18
1080,al ulaya,العليا,24.7120945,46.6750284,Restaurants,3,31,True,True,0,20,20,20,20,6,1,74,41
1081,al faiha,الفيحاء,24.6701664,46.8094318,Coffee,3,31,True,False,0,20,17,4,2,3,0,31,6
1082,al masani,المصانع,24.587341,46.77800000000001,Restaurants,4,895,True,True,1,20,10,6,11,3,0,24,18
1083,al malaz,الملز,24.6616208,46.72940089999999,Restaurants,4,899,True,True,1,20,20,20,20,8,1,45,14
1084,an nasim al gharbi,النسيم الغربي,24.7102879,46.8320328,Coffee,3,31,True,True,0,20,9,8,7,3,0,45,11
1085,al uraija al wusta,العريجاء الوسطى,24.5991704,46.644476,Coffee,4,31,True,True,0,20,5,2,0,5,0,95,5
1086,ar rawdah,الروضة,24.7478125,46.7623125,Restaurants,4,31,True,True,0,20,15,11,10,9,0,3,22
1087,al hamra,الحمراء,24.7732612,46.76192289999999,Coffee,4,31,True,True,0,20,20,17,18,7,1,81,19
1088,as sahafah,الصحافة,24.7925578,46.6321393,Restaurants,4,31,True,True,1,20,20,18,20,9,1,75,21
1089,ishbiliyah,اشبيلية,24.8074372,46.8105483,Coffee,4,31,True,True,1,20,13,5,20,4,0,30,5
1090,dhahrat namar,ظهرة نمار,24.5515296,46.6006751,Coffee,3,31,False,False,1,6,1,0,3,2,0,40,2
1091,king saud university,جامعة الملك سعود,24.741689,46.6370038,Restaurants,3,30,True,True,0,20,20,10,12,4,1,42,15
1092,ar rawabi,الروابي,24.7000903,46.8001899,Restaurants,3,30,True,True,0,20,6,7,12,11,0,24,15
1093,al murabba,المربع,24.6601836,46.70031900000001,Coffee,4,30,True,True,0,20,20,18,20,11,1,48,25
1094,al maizilah,المعيزلة,24.7766704,46.82277269999999,Coffee,4,30,True,True,0,20,9,6,20,6,0,14,8
1095,dhahrat al badiah,ظهرة البديعة,24.5869023,46.6654977,Coffee,4,30,True,False,0,20,3,5,2,5,0,0,19
1096,uqaz,عكاظ,24.5296656,46.6535606,Coffee,4,30,True,True,0,18,3,4,4,1,0,48,13
1097,al mahdiyah,المهدية,24.6277402,46.539766,Restaurants,4,30,True,True,0,20,12,3,6,1,0,24,15
1098,al mahdiyah,المهدية,24.6349496,46.54581779999999,Coffee,5,30,True,True,0,20,14,5,14,1,0,68,20
1099,areed,عريض,24.4687796,46.8073083,Restaurants,4,30,True,True,1,4,3,0,0,1,0,96,1
1100,al wadi,الوادي,24.7918398,46.6955126,Restaurants,3,30,True,True,1,20,20,13,19,10,1,38,26
1101,an narjis,النرجس,24.8131871,46.6076313,Coffee,4,1251,False,True,0,20,20,20,12,3,1,63,21
1102,al khalidiyah,الخالدية,24.6264484,46.7459903,Restaurants,4,30,True,True,1,20,19,8,6,3,0,45,9
1103,an nasim al gharbi,النسيم الغربي,24.7013168,46.8018601,Coffee,5,29,False,False,0,20,7,6,11,11,0,102,15
1104,al izdihar,الازدهار,24.7827379,46.7292108,Coffee,4,29,True,True,0,20,17,12,20,6,0,74,25
1105,al mahdiyah,المهدية,24.6229286,46.5319175,Coffee,3,29,True,True,1,20,9,3,7,0,0,98,10
1106,ad dirah,الديرة,24.6307856,46.7126729,Coffee,2,29,True,True,1,20,20,20,15,12,1,120,28
1107,al jazirah,الجزيرة,24.6626105,46.7868401,Coffee,4,28,True,False,0,20,5,6,2,1,0,64,7
1108,areed,عريض,24.5013713,46.6277597,Coffee,4,28,True,True,0,20,4,1,0,1,0,58,10
1109,al muruj,المروج,24.7484242,46.6632189,Coffee,4,28,True,True,0,20,20,20,17,10,1,93,13
1110,al wadi,الوادي,24.7912463,46.6926771,Restaurants,3,28,True,True,1,20,20,13,17,8,1,64,26
1111,al khalidiyah,الخالدية,24.6318135,46.7501798,Restaurants,4,28,True,True,1,20,20,13,0,1,0,64,6
1112,al qadisiyah,القادسية,24.8198897,46.8133004,Restaurants,3,28,True,True,1,10,11,3,19,5,0,121,11
1113,dhahrat namar,ظهرة نمار,24.553037,46.638628,Coffee,4,28,True,False,1,17,7,2,8,3,0,21,17
1114,areed,عريض,24.4864109,46.6220946,Restaurants,4,28,True,True,1,14,3,1,0,1,0,24,7
1115,as sahafah,الصحافة,24.7873206,46.6472613,Restaurants,3,899,False,True,1,20,20,18,20,9,1,0,24
1116,dahiat namar,ضاحية نمار,24.5050686,46.6290658,Restaurants,3,28,True,True,1,17,3,1,0,1,0,122,7
1117,az zahrah,الزهرة,24.5770679,46.6323927,Coffee,4,27,True,True,0,20,10,5,9,6,0,81,24
1118,al futah,الفوطة,24.640488,46.71532269999999,Coffee,4,27,True,True,0,20,20,20,17,14,1,93,27
1119,an nasim al gharbi,النسيم الغربي,24.7037485,46.8019808,Coffee,4,27,True,True,0,20,6,6,6,12,0,9,17
1120,al malaz,الملز,24.6712745,46.729364,Restaurants,4,27,True,True,0,20,20,20,20,9,1,1,17
1121,dhahrat namar,ظهرة نمار,24.5701939,46.6143636,Coffee,3,900,True,True,1,20,13,8,13,3,0,75,14
1122,dhahrat al badiah,ظهرة البديعة,24.5903945,46.67237,Coffee,2,27,True,True,0,20,2,5,2,3,0,92,14
1123,al maizilah,المعيزلة,24.7890478,46.8291461,Coffee,4,27,True,True,0,7,2,3,20,5,0,96,4
1124,as safarat,السفارات,24.6928255,46.6291391,Coffee,3,636,False,True,0,20,10,15,7,13,0,81,19
1125,al ulaya,العليا,24.6794997,46.6926433,Restaurants,4,27,True,True,0,20,20,18,20,8,1,26,18
1126,al faiha,الفيحاء,24.6943513,46.8140712,Coffee,2,27,True,True,1,20,8,7,5,7,0,7,12
1127,as sulimaniyah,السليمانية,24.707143,46.70835109999999,Restaurants,4,27,True,True,1,20,20,15,19,3,1,0,14
1128,al muruj,المروج,24.7644664,46.653236,Restaurants,4,27,False,True,1,20,20,15,15,7,1,81,10
1129,ash sharq,الشرق,24.9105853,46.9279702,Coffee,4,26,True,True,0,0,2,0,0,0,0,58,5
1130,al mishal,المشاعل,24.6387441,46.8445169,Restaurants,4,26,True,True,0,0,16,7,0,1,0,16,3
1131,an narjis,النرجس,24.8117764,46.669676,Coffee,4,575,True,True,0,17,20,6,12,4,0,63,11
1132,ar rabi,الربيع,24.79198,46.6727295,Coffee,4,765,True,True,0,20,20,9,14,8,1,68,36
1133,as safarat,السفارات,24.6745977,46.6236188,Restaurants,4,26,False,True,0,11,6,12,9,17,0,100,29
1134,ash sharq,الشرق,24.8971597,46.91338760000001,Restaurants,4,26,True,True,0,0,2,3,0,0,0,15,3
1135,al masani,المصانع,24.5908616,46.7675052,Coffee,4,1347,False,True,0,20,13,6,13,4,0,33,24
1136,areed,عريض,24.4989025,46.6301223,Restaurants,3,26,True,True,0,20,4,1,0,1,0,63,10
1137,al muhammadiyah,المحمدية,24.7436795,46.6582667,Restaurants,3,26,True,True,0,20,20,20,17,11,1,12,15
1138,al ulaya,العليا,24.7007496,46.6782668,Restaurants,4,26,False,True,1,20,20,20,20,5,1,14,54
1139,ghirnatah,غرناطة,24.801814,46.7613951,Restaurants,3,26,True,True,1,20,20,12,20,6,1,38,20
1140,ash sharq,الشرق,24.9101674,46.9285596,Restaurants,3,26,False,True,1,0,2,0,0,0,0,28,5
1141,al mahdiyah,المهدية,24.6463081,46.54881049999999,Coffee,3,26,False,True,1,16,10,4,13,1,0,30,16
1142,ar rayan,الريان,24.6991405,46.7903883,Restaurants,4,26,False,True,1,20,8,10,13,9,0,45,12
1143,al muruj,المروج,24.7608951,46.6636349,Restaurants,3,26,True,True,1,20,20,16,16,8,1,22,19
1144,an nasim al gharbi,النسيم الغربي,24.7255116,46.8268519,Restaurants,4,26,True,True,1,20,11,10,6,4,0,25,3
1145,an nasim al gharbi,النسيم الغربي,24.7077603,46.8388491,Coffee,4,26,True,True,1,20,11,6,4,2,0,36,10
