,neighbhood,nameAr,lat,lng,types,rating,user_ratings_total,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,isSuccessful,neighbhood_id,CompNum
690,an narjis,النرجس,24.8105731,46.6025736,Coffee,4,102,True,True,0,18,20,20,11,3,1,96,24
691,al munsiyah,المونسية,24.8117586,46.7700503,Restaurants,4,102,True,True,0,20,20,17,18,3,1,78,11
692,al muhammadiyah,المحمدية,24.7207164,46.6487641,Coffee,4,680,True,True,1,17,18,13,6,6,0,48,14
693,al ulaya,العليا,24.6927655,46.6687977,Restaurants,3,102,True,True,1,20,20,20,20,4,1,81,34
694,ghirnatah,غرناطة,24.7965497,46.7514201,Restaurants,4,101,True,True,0,20,20,16,20,10,1,26,22
695,king abdullah,الملك عبدالله,24.7332578,46.74760790000001,Restaurants,3,101,True,True,1,16,8,5,5,5,0,30,23
696,ar rabi,الربيع,24.7810348,46.6697391,Coffee,4,683,True,True,1,20,20,13,13,5,1,85,39
697,al muruj,المروج,24.7530065,46.668401,Restaurants,4,100,True,True,0,20,20,20,20,7,1,43,18
698,al faiha,الفيحاء,24.6921656,46.8104728,Coffee,4,99,True,True,0,20,8,9,7,6,0,19,14
699,dhahrat al badiah,ظهرة البديعة,24.5860653,46.6801209,Coffee,4,99,True,True,0,20,6,7,6,8,0,43,16
700,an nasim al gharbi,النسيم الغربي,24.7454684,46.8446503,Restaurants,3,99,False,True,1,20,8,8,4,3,0,81,12
701,dhahrat namar,ظهرة نمار,24.5681762,46.6387556,Coffee,4,99,True,True,1,20,7,4,9,5,0,60,22
702,uqaz,عكاظ,24.5308414,46.65233,Restaurants,3,684,True,True,1,20,2,3,5,0,0,107,15
703,dhahrat al badiah,ظهرة البديعة,24.5846512,46.62684160000001,Coffee,3,99,False,False,1,20,7,6,6,5,0,48,16
704,al munsiyah,المونسية,24.8137437,46.7738002,Coffee,4,98,True,True,0,20,18,13,20,2,0,40,10
705,an nasim al gharbi,النسيم الغربي,24.7017875,46.8345398,Coffee,4,98,True,True,0,20,7,5,5,2,0,84,12
706,al khalidiyah,الخالدية,24.6298443,46.7514616,Restaurants,4,686,True,True,1,20,20,10,0,4,0,109,6
707,ghirnatah,غرناطة,24.7891783,46.7622876,Coffee,4,97,False,False,0,20,20,11,18,5,1,115,18
708,al janadriyah,الجنادرية,24.8120001,46.8839277,Restaurants,3,97,True,True,1,20,4,9,3,2,0,63,11
709,badr,بدر,24.5655479,46.7552745,Restaurants,3,97,True,True,1,20,19,8,7,5,0,22,3
710,al qirawan,القيروان,24.7983914,46.5933212,Coffee,4,97,True,True,1,11,16,10,0,4,0,78,18
711,king saud university,جامعة الملك سعود,24.7404504,46.6334042,Restaurants,4,96,True,True,0,17,20,13,6,4,0,44,17
712,al mahdiyah,المهدية,24.6451376,46.5497995,Restaurants,3,96,False,True,0,16,10,4,13,1,0,120,16
713,uqaz,عكاظ,24.5190593,46.6569266,Restaurants,3,96,True,True,0,11,3,2,2,1,0,50,3
714,as safarat,السفارات,24.6785979,46.6313436,Restaurants,4,96,True,True,1,13,9,17,7,17,0,122,35
715,al futah,الفوطة,24.6449986,46.7037829,Coffee,4,681,True,True,0,20,20,20,20,8,1,12,23
716,al izdihar,الازدهار,24.786801,46.7275196,Coffee,4,687,True,True,1,20,13,13,20,10,0,94,18
717,an narjis,النرجس,24.8105625,46.6025625,Coffee,4,96,False,True,1,18,20,20,11,3,1,64,24
718,dhahrat namar,ظهرة نمار,24.5761748,46.6329812,Coffee,4,697,True,True,1,20,9,6,9,6,0,37,25
719,shubra,شبرا,24.5740493,46.6941415,Restaurants,4,96,True,True,1,20,5,10,3,9,0,19,15
720,al hazm,الحزم,24.5381078,46.6549105,Coffee,4,96,True,True,1,18,3,3,8,1,0,25,18
721,an narjis,النرجس,24.8104502,46.6439604,Coffee,4,709,True,True,1,20,20,17,17,3,1,48,23
722,ash shifa,الشفا,24.5606151,46.6770931,Coffee,3,96,True,True,1,20,8,4,9,9,0,110,12
723,al mahdiyah,المهدية,24.6197751,46.5325537,Restaurants,4,95,True,True,0,20,10,3,7,0,0,100,7
724,hittin,حطين,24.772816,46.619865,Restaurants,3,595,True,True,0,20,20,12,14,8,1,100,17
725,al janadriyah,الجنادرية,24.8091084,46.8735813,Coffee,4,820,True,True,0,20,1,8,5,3,0,19,9
726,an narjis,النرجس,24.8109124,46.6452092,Coffee,4,709,True,True,1,20,20,17,13,3,1,64,22
727,al masani,المصانع,24.5902202,46.7666832,Coffee,4,95,True,True,0,20,13,6,14,4,0,81,24
728,al ud,العود,24.6203905,46.7340137,Restaurants,4,95,True,True,1,20,11,13,6,3,0,22,9
729,tuwaiq,طويق,24.5544972,46.5106627,Restaurants,3,94,True,True,1,20,2,5,3,0,0,35,10
730,areed,عريض,24.5012879,46.6282094,Restaurants,3,93,True,True,0,20,4,1,0,1,0,14,10
731,al wazarat,الوزارات,24.6709612,46.7104385,Restaurants,4,93,True,True,0,20,19,14,20,11,1,78,25
732,dhahrat namar,ظهرة نمار,24.5586613,46.61929199999999,Coffee,4,93,True,True,0,19,12,4,12,0,0,96,18
733,dhahrat namar,ظهرة نمار,24.568233,46.6388382,Coffee,3,93,True,True,1,20,6,4,9,5,0,76,22
734,al mahdiyah,المهدية,24.6291993,46.53549899999999,Restaurants,3,1420,True,True,0,20,10,1,6,0,0,24,17
735,al ulaya,العليا,24.7006512,46.6734762,Coffee,4,92,True,True,0,20,20,20,20,5,1,33,46
736,dhahrat namar,ظهرة نمار,24.5679183,46.6383448,Restaurants,4,91,True,True,0,20,6,4,9,5,0,26,21
737,an nasim ash sharqi,النسيم الشرقي,24.7542258,46.82405809999999,Coffee,4,91,True,True,0,20,16,13,12,2,0,54,18
738,al uraija al wusta,العريجاء الوسطى,24.6072215,46.6367836,Restaurants,3,91,True,True,1,20,5,3,0,2,0,67,6
739,ar rawdah,الروضة,24.7315561,46.7545654,Restaurants,4,715,False,True,1,20,12,7,10,5,0,98,31
740,ishbiliyah,اشبيلية,24.7775171,46.7679487,Coffee,4,91,True,True,1,20,20,13,20,6,1,15,18
741,al ulaya,العليا,24.6879375,46.6648125,Coffee,4,91,True,True,1,20,15,20,20,4,1,19,29
742,al izdihar,الازدهار,24.7813982,46.7301076,Coffee,4,90,True,True,0,20,18,12,20,5,0,53,23
743,al ulaya,العليا,24.7040792,46.6775523,Coffee,4,90,True,True,0,20,20,20,20,6,1,64,54
744,al ulaya,العليا,24.7118894,46.6745525,Coffee,4,90,True,True,1,20,20,20,20,6,1,100,41
745,al muruj,المروج,24.7689054,46.6673286,Coffee,4,90,False,False,1,20,20,18,20,9,1,28,26
746,al faiha,الفيحاء,24.6930873,46.8109705,Coffee,4,89,True,True,0,20,8,10,6,7,0,48,12
747,al hamra,الحمراء,24.7627234,46.7496792,Coffee,4,720,True,True,1,20,20,17,16,5,1,18,12
748,king saud university,جامعة الملك سعود,24.7260916,46.64320319999999,Coffee,4,89,True,True,0,19,19,17,7,4,0,85,20
749,al masani,المصانع,24.5896361,46.727238,Coffee,4,89,True,True,0,13,16,9,9,0,0,94,8
750,al wurud,الورود,24.732673,46.676876,Coffee,4,87,True,True,0,20,20,17,10,11,1,35,24
751,ishbiliyah,اشبيلية,24.786035,46.8015024,Coffee,4,87,True,True,0,20,4,12,12,4,0,91,13
752,ash shifa,الشفا,24.5707212,46.6994378,Coffee,4,87,True,True,0,20,5,7,3,7,0,48,17
753,qurtubah,قرطبة,24.8174341,46.7398601,Coffee,4,86,True,True,0,20,20,11,20,8,1,27,17
754,ar rayan,الريان,24.7232271,46.7626481,Restaurants,4,86,True,True,1,20,20,5,14,7,0,13,22
755,al wadi,الوادي,24.7955688,46.6983338,Restaurants,4,85,True,True,0,20,20,10,20,8,1,36,20
756,as safarat,السفارات,24.6670189,46.62644419999999,Restaurants,4,85,False,True,1,7,5,6,7,14,0,30,28
757,al ulaya,العليا,24.689154,46.67393,Coffee,4,736,True,True,1,20,20,20,20,5,1,81,36
758,al yasmin,الياسمين,24.8087553,46.6266922,Restaurants,4,85,True,True,1,20,20,20,20,4,1,78,14
759,al yarmuk,اليرموك,24.8019189,46.7902282,Restaurants,3,85,True,True,1,20,20,13,20,3,0,37,9
760,an nasim al gharbi,النسيم الغربي,24.7227017,46.8227577,Coffee,4,84,True,True,1,20,11,9,8,6,0,42,3
761,umm al hamam al gharbi,ام الحمام الغربي,24.68648,46.6495644,Restaurants,4,83,True,True,0,18,6,10,8,3,0,69,9
762,al maizilah,المعيزلة,24.776852,46.8356389,Restaurants,3,83,True,True,0,13,5,4,20,8,0,63,6
763,ad dar al baida,الدار البيضاء,24.5689535,46.78899,Restaurants,3,736,True,True,1,17,0,4,5,4,0,77,10
764,al hamra,الحمراء,24.7715352,46.7695277,Coffee,4,83,False,False,0,20,20,14,20,8,1,24,17
765,an narjis,النرجس,24.8122638,46.6692951,Coffee,4,83,True,True,0,17,20,6,12,4,0,80,10
766,qurtubah,قرطبة,24.8160352,46.7290176,Coffee,4,741,True,True,1,15,20,17,17,4,1,63,15
767,al mughrizat,المغرزات,24.7661033,46.7151978,Coffee,4,749,True,True,1,20,20,14,20,11,1,68,37
768,al ulaya,العليا,24.6938865,46.6853907,Coffee,3,83,True,True,0,20,20,20,20,6,1,44,43
769,at taawn,التعاون,24.7726484,46.6974574,Coffee,4,83,True,True,1,20,20,15,15,9,1,52,29
770,al izdihar,الازدهار,24.7834198,46.7213854,Restaurants,4,83,True,True,1,20,20,14,20,7,1,61,23
771,al wazarat,الوزارات,24.6702842,46.7133224,Restaurants,3,760,False,True,1,20,20,20,20,10,1,110,24
772,areed,عريض,24.4701562,46.8068732,Restaurants,4,82,True,True,0,4,3,0,0,1,0,99,1
773,al malaz,الملز,24.6777052,46.7447199,Restaurants,3,82,True,True,0,20,20,20,15,15,1,54,20
774,al bariah,البرية,24.5540264,46.88871289999999,Restaurants,3,1022,True,True,0,9,20,12,1,1,0,7,5
775,as saadah,السعادة,24.6991804,46.836606,Restaurants,4,591,True,True,0,20,10,6,7,4,0,79,14
776,al masani,المصانع,24.5904135,46.7674671,Coffee,3,82,True,False,1,20,13,6,14,4,0,74,24
777,as safarat,السفارات,24.6814984,46.6233544,Restaurants,3,82,True,True,1,9,10,13,6,20,0,119,32
778,areed,عريض,24.4885667,46.6382434,Restaurants,4,82,True,True,1,17,3,0,0,1,0,22,8
779,al malaz,الملز,24.6735299,46.73085589999999,Restaurants,4,81,True,True,0,20,20,20,20,9,1,111,19
780,al malaz,الملز,24.6735302,46.7308575,Restaurants,3,81,True,True,0,20,20,20,20,9,1,99,19
781,badr,بدر,24.535605,46.6930589,Coffee,3,81,True,True,1,17,7,4,4,3,0,64,5
782,tuwaiq,طويق,24.5634052,46.5173199,Restaurants,3,81,True,True,1,20,10,6,3,0,0,48,14
783,as safarat,السفارات,24.6820085,46.62521530000001,Restaurants,4,80,False,True,0,9,10,14,5,20,0,0,29
784,as sahafah,الصحافة,24.7841875,46.6349375,Coffee,3,80,True,True,1,20,20,17,20,11,1,60,19
785,al andalus,الاندلس,24.753333,46.784028,Coffee,4,772,True,True,1,20,7,8,6,9,0,48,19
786,az zahrah,الزهرة,24.5689708,46.6603779,Coffee,4,1239,True,True,0,20,6,2,3,6,0,93,12
787,al mughrizat,المغرزات,24.771575,46.720633,Coffee,4,80,False,True,1,20,20,12,20,9,1,98,41
788,al masif,المصيف,24.7681562,46.6850856,Restaurants,3,80,True,True,1,20,20,18,17,8,1,51,30
789,ar rabwah,الربوة,24.6955969,46.7518386,Coffee,3,80,True,True,1,20,16,7,2,10,0,115,9
790,al masani,المصانع,24.5912817,46.7454083,Restaurants,3,80,True,True,1,18,18,16,18,1,0,24,23
791,as sahafah,الصحافة,24.7845631,46.6339015,Restaurants,4,79,True,True,0,20,20,17,20,10,1,82,21
792,al yarmuk,اليرموك,24.793003,46.767287,Coffee,3,79,True,True,0,20,20,13,20,4,0,48,13
793,al marqab,المرقب,24.6383656,46.7216628,Restaurants,3,79,True,True,1,20,20,20,17,14,1,42,22
794,badr,بدر,24.5668647,46.7013909,Restaurants,4,79,True,True,1,20,6,7,2,5,0,110,16
795,al futah,الفوطة,24.644587,46.7052375,Coffee,4,78,True,True,0,20,20,20,20,11,1,9,28
796,al uraija al gharbiyah,العريجاء الغربية,24.578043,46.6123284,Restaurants,3,78,True,True,0,20,14,11,16,2,0,37,13
797,umm salim,ام سليم,24.6297511,46.6930753,Restaurants,3,78,True,True,1,20,8,11,12,10,0,113,20
798,ad dirah,الديرة,24.628694,46.710417,Coffee,4,77,False,False,1,20,17,20,13,10,1,19,25
799,ishbiliyah,اشبيلية,24.8074375,46.8109375,Coffee,4,774,True,True,1,20,13,5,20,4,0,74,5
800,ar rimal,الرمال,24.8424258,46.7615622,Coffee,3,77,True,True,1,19,6,6,6,1,0,22,4
801,ar rimal,الرمال,24.8345518,46.8135798,Restaurants,3,842,True,True,0,8,14,4,6,2,0,76,6
802,an nuzhah,النزهة,24.7587151,46.7056524,Restaurants,3,76,True,True,0,20,20,8,20,9,0,23,46
803,al ulaya,العليا,24.6933452,46.6966014,Restaurants,4,76,True,True,0,20,20,17,20,5,1,56,24
804,shubra,شبرا,24.5735921,46.6729689,Restaurants,4,76,True,True,1,20,6,4,4,9,0,0,17
805,al quds,القدس,24.7585307,46.7568348,Coffee,4,76,False,True,1,20,20,16,14,6,1,22,22
806,al mansurah,المنصورة,24.6012083,46.7488107,Coffee,4,76,True,True,1,20,12,15,20,3,0,7,26
807,an nakhil,النخيل,24.7332198,46.64882770000001,Coffee,4,75,False,True,0,18,20,20,11,8,1,102,21
808,al muruj,المروج,24.7644797,46.65688830000001,Restaurants,3,75,False,True,0,20,20,18,17,10,1,98,16
809,ar rawdah,الروضة,24.7416057,46.77882839999999,Restaurants,4,75,True,True,0,20,12,14,5,9,0,100,28
810,al badiah,البديعة,24.6252691,46.6869885,Restaurants,3,778,True,True,1,20,6,8,13,6,0,100,18
811,salah ad din,صلاح الدين,24.7374372,46.688011,Coffee,3,75,True,True,1,20,17,11,4,13,1,25,17
812,al iskan,الاسكان,24.5748675,46.8278094,Coffee,3,74,True,True,1,17,8,6,0,4,0,54,3
813,ar rabi,الربيع,24.786053,46.65820900000001,Coffee,4,73,True,True,0,20,20,14,12,9,1,81,30
814,al faiha,الفيحاء,24.6767401,46.8258514,Coffee,4,72,False,True,0,16,16,14,6,1,0,75,8
815,ishbiliyah,اشبيلية,24.7859131,46.80125959999999,Coffee,3,72,True,False,1,20,4,12,13,4,0,12,13
816,al mahdiyah,المهدية,24.6447342,46.5492062,Coffee,4,889,True,True,0,18,11,4,14,1,0,24,17
817,ar rabi,الربيع,24.7953587,46.6560095,Coffee,4,782,True,True,1,20,20,17,16,6,1,95,25
818,tuwaiq,طويق,24.5634175,46.51760789999999,Restaurants,3,72,True,True,1,20,10,6,3,1,0,26,14
819,al ulaya,العليا,24.6929793,46.67463,Restaurants,4,1309,True,True,0,20,20,20,20,4,1,48,38
820,al hamra,الحمراء,24.768387,46.7616749,Restaurants,4,1282,True,True,0,20,20,16,20,6,1,14,16
821,al ulaya,العليا,24.6743172,46.6683702,Coffee,3,71,True,True,0,16,13,6,17,5,0,48,20
822,az zahrah,الزهرة,24.572655,46.65364779999999,Restaurants,4,71,True,False,0,20,6,2,1,5,0,110,15
823,al marwah,المروة,24.5465062,46.6773177,Restaurants,4,71,True,True,1,19,6,8,7,2,0,92,11
824,ilaishah,عليشة,24.6300017,46.690202,Coffee,4,71,True,True,1,20,10,10,13,7,0,64,22
825,al hamra,الحمراء,24.773983,46.776491,Coffee,3,70,True,True,0,20,20,8,20,8,0,96,19
826,ar rawdah,الروضة,24.725226,46.76190390000001,Restaurants,3,1083,True,True,0,20,17,6,13,8,0,74,24
827,al izdihar,الازدهار,24.782841,46.729898,Coffee,3,70,True,True,0,20,18,12,20,5,0,81,23
828,dhahrat al badiah,ظهرة البديعة,24.588485,46.6692676,Coffee,2,70,True,True,1,20,2,5,2,6,0,118,15
829,jarir,جرير,24.6863264,46.7464892,Coffee,4,782,True,True,1,20,20,13,5,14,1,102,17
830,al yarmuk,اليرموك,24.803374,46.7684219,Coffee,3,69,True,True,0,20,20,16,20,4,1,48,16
831,az zahrah,الزهرة,24.5690533,46.6479078,Coffee,4,69,False,True,1,20,7,2,1,5,0,81,16
832,al futah,الفوطة,24.6375235,46.7104159,Restaurants,4,69,True,True,1,20,20,20,17,13,1,12,32
833,an nasim al gharbi,النسيم الغربي,24.7497781,46.8206263,Coffee,4,69,False,True,1,20,19,13,13,3,1,75,16
834,ad dar al baida,الدار البيضاء,24.573512,46.7819656,Restaurants,3,515,True,True,0,20,4,4,7,3,0,0,15
835,al malqa,الملقا,24.7802619,46.6248174,Restaurants,4,69,False,True,1,20,20,14,20,9,1,39,17
836,ar rabi,الربيع,24.7953092,46.6550889,Restaurants,4,69,True,True,1,20,20,16,16,6,1,31,23
837,al malqa,الملقا,24.7963125,46.5883125,Coffee,4,68,True,True,0,13,20,9,2,4,0,120,12
838,al marwah,المروة,24.5493415,46.6678197,Coffee,4,68,True,True,1,13,5,5,8,2,0,64,17
839,al masani,المصانع,24.591781,46.77034219999999,Coffee,4,68,False,False,1,20,12,6,9,3,0,96,22
840,al malqa,الملقا,24.7752369,46.60925100000001,Coffee,3,812,True,False,0,13,20,9,5,5,0,27,11
841,ar rawdah,الروضة,24.7496179,46.764801,Coffee,3,68,True,True,1,20,14,11,9,9,0,113,22
842,uqaz,عكاظ,24.5189052,46.6568189,Restaurants,4,68,True,True,1,11,3,2,2,1,0,74,3
843,umm salim,ام سليم,24.6302866,46.69646669999999,Restaurants,3,68,True,True,1,20,13,13,12,11,0,51,24
844,manfuhah,منفوحة,24.5976202,46.729638,Restaurants,4,68,False,True,1,20,17,16,12,0,0,90,12
845,ar rayan,الريان,24.6946573,46.7905184,Coffee,4,783,True,True,1,20,12,14,18,10,0,42,15
846,ghirnatah,غرناطة,24.793455,46.766954,Restaurants,4,67,True,True,1,20,20,13,20,4,0,96,13
847,ar rabwah,الربوة,24.69629,46.7339588,Coffee,3,66,False,True,0,17,20,13,13,7,1,82,9
848,ar rimal,الرمال,24.8431383,46.7624001,Coffee,3,66,True,True,1,17,6,6,6,1,0,90,4
849,badr,بدر,24.5633349,46.7519691,Restaurants,4,65,True,True,0,18,19,8,3,4,0,81,1
850,al yarmuk,اليرموك,24.7931102,46.7867429,Restaurants,4,65,True,True,0,20,15,13,20,4,0,40,17
851,an narjis,النرجس,24.8846527,46.6118818,Coffee,4,65,True,True,0,20,18,12,3,0,0,81,9
852,umm salim,ام سليم,24.6300902,46.6980325,Restaurants,4,65,False,True,1,20,16,16,11,12,1,33,25
853,hittin,حطين,24.7501077,46.6136616,Restaurants,3,787,True,True,1,10,16,8,6,3,0,10,21
854,tuwaiq,طويق,24.57169,46.52416849999999,Restaurants,3,65,True,True,1,20,9,6,3,2,0,48,10
855,ar raid,الرائد,24.697665,46.6390907,Coffee,4,64,True,True,0,19,10,15,8,7,0,18,12
856,al wazarat,الوزارات,24.6719353,46.7117531,Restaurants,4,64,True,True,0,20,20,20,20,12,1,35,23
857,al yarmuk,اليرموك,24.7973472,46.777515,Restaurants,3,64,True,True,0,20,20,14,20,4,1,37,14
858,al hamra,الحمراء,24.788556,46.73344729999999,Coffee,4,64,True,True,1,20,20,16,20,5,1,68,23
859,dhahrat namar,ظهرة نمار,24.569749,46.618396,Coffee,4,64,True,True,1,20,15,8,13,2,0,90,20
860,an nasim al gharbi,النسيم الغربي,24.7342451,46.8089156,Coffee,4,491,True,True,0,20,16,14,9,4,0,64,6
861,al yarmuk,اليرموك,24.8009811,46.7792577,Restaurants,4,63,True,True,0,20,20,16,20,3,1,96,19
862,ar raid,الرائد,24.6977517,46.6393066,Restaurants,4,63,True,True,1,20,10,15,8,6,0,93,12
863,al yamamah,اليمامة,24.601103,46.7242658,Coffee,4,63,True,True,1,20,17,15,10,1,0,18,9
864,al janadriyah,الجنادرية,24.8066767,46.8824925,Coffee,4,63,True,True,1,20,5,14,5,2,0,46,11
865,manfuhah al jadidah,منفوحة الجديدة,24.6165933,46.7255796,Coffee,3,62,True,True,0,20,9,16,7,6,0,43,8
866,ar rabi,الربيع,24.7894359,46.6577869,Coffee,4,62,True,True,0,20,20,15,12,8,1,22,25
867,as sahafah,الصحافة,24.7924547,46.6326147,Restaurants,5,62,False,True,0,20,20,17,20,8,1,27,21
868,al muhammadiyah,المحمدية,24.7240639,46.6566164,Restaurants,3,62,True,True,0,19,18,19,10,5,1,111,23
869,tuwaiq,طويق,24.5552316,46.5255848,Coffee,4,62,False,True,0,20,4,5,4,1,0,40,12
870,ar rawabi,الروابي,24.6810422,46.776808,Coffee,4,62,True,True,0,20,10,14,14,6,0,36,10
871,as safarat,السفارات,24.6735252,46.6232696,Coffee,4,62,True,True,1,11,6,12,9,17,0,36,28
872,badr,بدر,24.5520254,46.6997268,Restaurants,3,790,True,True,1,20,10,2,5,5,0,54,12
873,ghirnatah,غرناطة,24.7879151,46.7594428,Restaurants,4,62,True,True,1,20,19,13,18,4,0,37,16
874,al marwah,المروة,24.5492155,46.674544,Restaurants,4,62,True,True,1,17,4,6,7,1,0,22,10
875,ishbiliyah,اشبيلية,24.8086568,46.809742,Coffee,3,61,True,True,0,20,13,6,20,4,0,123,5
876,al ulaya,العليا,24.6931205,46.6810389,Restaurants,4,61,True,True,0,20,20,20,20,5,1,39,52
877,dhahrat namar,ظهرة نمار,24.5526135,46.6197645,Coffee,4,61,False,True,0,9,9,2,6,1,0,28,13
878,ar rimal,الرمال,24.8362318,46.7578031,Restaurants,4,61,True,True,1,20,6,3,11,2,0,95,5
879,ash sharafiyah,الشرفية,24.6521291,46.6691492,Coffee,4,61,False,True,1,17,3,2,4,3,0,102,12
880,ash sharq,الشرق,24.9098587,46.9272879,Coffee,4,61,True,True,1,0,2,0,0,0,0,48,5
881,badr,بدر,24.5600563,46.7050484,Coffee,4,60,True,True,0,20,6,7,3,9,0,62,17
882,al mughrizat,المغرزات,24.7526104,46.7200774,Restaurants,4,795,True,True,1,20,20,8,20,8,0,0,41
883,an nasim al gharbi,النسيم الغربي,24.7060216,46.83585069999999,Restaurants,3,795,True,True,1,20,8,5,4,2,0,100,11
884,al mahdiyah,المهدية,24.6349147,46.5457624,Restaurants,3,60,True,True,0,20,14,5,14,1,0,81,20
885,al muruj,المروج,24.7512639,46.6707557,Coffee,4,1358,False,True,0,20,20,20,17,10,1,42,19
886,an narjis,النرجس,24.8279425,46.639684,Restaurants,3,924,True,True,0,20,20,14,13,2,0,63,10
887,al khalidiyah,الخالدية,24.63149,46.7486204,Restaurants,4,60,True,True,0,20,20,12,0,3,0,63,7
888,an narjis,النرجس,24.8924359,46.6036317,Restaurants,4,60,True,True,1,18,15,7,1,0,0,75,10
889,al mishal,المشاعل,24.6393056,46.8442064,Restaurants,3,59,False,True,0,0,16,7,0,1,0,74,3
890,al wurud,الورود,24.716664,46.66916860000001,Coffee,4,59,True,True,1,20,20,17,20,6,1,81,33
891,an nakhil,النخيل,24.7255321,46.6527624,Coffee,4,59,True,True,1,19,19,20,8,7,1,86,18
892,al amal,العمل,24.6454174,46.72742419999999,Restaurants,3,59,True,True,1,20,20,20,19,7,1,52,17
893,salah ad din,صلاح الدين,24.7378228,46.6891241,Coffee,4,58,False,True,0,20,18,11,5,13,1,22,17
894,king abdullah,الملك عبدالله,24.7346697,46.7433656,Coffee,3,58,True,True,0,10,6,5,4,4,0,28,22
