,place_id,name,neighbhood,nameAr,lat,lng,types,rating,user_ratings_total,rated1,rated2,rated3,rated4,rated5,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,revenues,FemaleNonSaudi,MaleNonSaudi,FemaleSaudi,MaleSaudi,total_labor,Teens,20s,30s,40s,50s,60s
10,ChIJjSXWT0EFLz4RE6jShfCE0sc,Yemeni Restaurant,al futah,الفوطة,24.638595,46.7146215,Restaurants,4,6,0,1,0,0,3,True,True,1,20,20,20,17,14,148361,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
11,ChIJuVxL86kFLz4RuGeIHKiuTGU,مطعم يمنى,al futah,الفوطة,24.6375235,46.7104159,Restaurants,4,69,3,0,1,2,3,True,True,1,20,20,20,17,13,142432,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
12,ChIJYXkmcNwFLz4ROpIypnHdFq0,Maha coffee,al futah,الفوطة,24.6459963,46.7165129,Coffee,5,6,0,0,0,0,1,True,True,1,20,20,20,20,10,142000,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
13,ChIJGV4QrLgFLz4Rbus_fgIUmfg,Barn's | بارنز,al futah,الفوطة,24.6449254,46.7134912,Coffee,1,3,0,0,0,0,0,True,True,0,20,20,20,17,12,137705,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
14,ChIJK6FMqa8FLz4RLZJNbiOKhAs,كوفي,al futah,الفوطة,24.6373667,46.7167264,Coffee,4,3,0,0,0,0,0,True,True,0,20,20,20,17,14,142157,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
15,ChIJsVqt-PsELz4RlDr-NmCPHEk,مقهى الفنجان الأول,al futah,الفوطة,24.6449986,46.7037829,Coffee,4,681,0,0,1,2,2,True,True,0,20,20,20,20,8,148565,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
16,ChIJo4T_xC4FLz4RW3lDF7N1hJ4,وقت البن,al futah,الفوطة,24.6447783,46.7041079,Coffee,4,49,0,0,0,2,3,True,True,1,20,20,20,20,9,148565,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
17,ChIJN-IlOoMFLz4R6-J6llAvj0M,Bees Bites -Cafe Dimora,al futah,الفوطة,24.640488,46.71532269999999,Coffee,4,27,0,0,0,0,0,True,True,0,20,20,20,17,14,138500,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
18,ChIJW1j7jJAFLz4RNe2r5lXcph0,كافيه كوباردو - بلياردو,al futah,الفوطة,24.644587,46.7052375,Coffee,4,78,0,2,0,2,2,True,True,0,20,20,20,20,11,137172,3413,12133,772,1126,10295,2164,3712,4471,2561,1293,526
19,ChIJVXaNq2UFLz4R9WfUGy2WfLg,"Pinoy Restaurant - Batha, Riyadh, KSA",al murabba,المربع,24.6472685,46.716614,Restaurants,4,21,1,0,1,1,3,True,True,0,20,20,20,20,10,120696,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
20,ChIJM3VmWK0FLz4RGEVeT04153c,Al Mas Restaurant batha branch,al murabba,المربع,24.6448748,46.718878,Restaurants,4,259,2,0,0,0,5,True,True,1,20,20,20,18,12,128789,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
21,ChIJC1yD4lIELz4RfbOJURNimsM,Cusina Restaurant - Batha,al murabba,المربع,24.6463114,46.7166197,Restaurants,4,324,1,0,2,0,5,True,True,1,20,20,20,20,10,140242,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
22,ChIJaYFHW2oFLz4RIvxDcQDiR6o,Pasalubong Pinoy Restaurant - Villagio Mall,al murabba,المربع,24.6464488,46.7172521,Restaurants,4,22,0,0,2,2,2,True,True,0,20,20,20,20,10,129000,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
23,ChIJ677BjDYFLz4Rwst8lvrsVfQ,Kamayan Restaurant Villagio Branch,al murabba,المربع,24.6463091,46.7171634,Restaurants,4,6,0,0,2,1,1,False,True,1,20,20,20,20,10,140242,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
24,ChIJ93yvX94FLz4RBXQ-pt5Tqgw,Palaaram Restaurant,al murabba,المربع,24.6633938,46.7038397,Restaurants,2,54,1,1,3,1,1,True,True,1,20,19,17,20,9,145904,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
25,ChIJT1Sp3IsFLz4RWdYxaKFyMAQ,Ponnusamy Restaurant - Indian Veg and Non Veg,al murabba,المربع,24.6637705,46.703514,Restaurants,3,250,3,2,1,1,2,True,True,0,20,19,17,20,8,167333,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
26,ChIJtw_Mx4wFLz4RlK2foB9ONWg,Qours Taameya Fast Food Restaurant 🌮🌭,al murabba,المربع,24.663987,46.7068285,Restaurants,4,22,0,0,1,2,4,True,True,1,20,19,17,20,10,162541,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
27,ChIJqWYaUhEFLz4RHSzQVBl0oK8,Traditional malabar restaurant,al murabba,المربع,24.6634002,46.7040077,Restaurants,2,35,4,2,1,0,0,True,True,0,20,18,17,20,10,155826,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
28,ChIJGbE59fQELz4R_6ntEX1G2Dg,مطعم الفول,al murabba,المربع,24.6576615,46.7055735,Restaurants,4,145,0,1,1,2,2,False,True,0,20,20,18,20,12,122347,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
29,ChIJC5MBKm8FLz4RxrLNdrYqcxM,Malaz Restaurant Hara,al murabba,المربع,24.672777,46.7083489,Restaurants,3,15,5,0,0,1,2,True,True,0,20,19,17,20,12,161708,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
30,ChIJ9yk_yW0FLz4RvFktLAkXbyU,Coffee bike,al murabba,المربع,24.6565594,46.7121955,Coffee,3,4,0,0,0,0,0,True,True,0,20,20,20,20,12,134769,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
31,ChIJ-cRB4VIELz4Rh56hP8lxElU,Berks Cafe,al murabba,المربع,24.6463166,46.7163632,Coffee,4,3,0,0,0,2,0,True,True,1,20,20,20,20,10,140242,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
32,ChIJN2MvDIgFLz4Ro0OP9RtWPvw,Coffee,al murabba,المربع,24.6507266,46.7158235,Coffee,0,0,0,0,0,0,0,True,True,0,20,20,20,20,11,119551,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
33,ChIJ_YsOMQsFLz4RrW7-vwwprPY,ستاربكس,al murabba,المربع,24.6569571,46.7128099,Coffee,3,25,4,0,0,1,1,True,True,1,20,20,20,20,13,138160,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
34,ChIJywn96qIFLz4RDlxvcylDDEM,Hjeen,al murabba,المربع,24.6475401,46.7104172,Coffee,1,1,1,0,0,0,0,True,True,0,20,20,20,20,9,124714,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
35,ChIJuVP3sk8FLz4RkfIZDBfnn6M,كاريبو كوفي,al murabba,المربع,24.662157,46.703899,Coffee,3,13,2,0,0,0,1,True,True,1,20,20,17,20,11,138047,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
36,ChIJF8RkaYMFLz4R7OKPuBkZz5k,N5 Caffe Head Office,al murabba,المربع,24.6657646,46.70002969999999,Coffee,3,7,2,0,0,0,3,True,True,1,20,19,19,20,10,169440,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
37,ChIJ-945OUUFLz4RKtmXe2_Ti_M,Starbucks,al murabba,المربع,24.6601836,46.70031900000001,Coffee,4,30,1,0,1,0,4,True,True,0,20,20,18,20,11,149157,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
38,ChIJfSOkvx0FLz4RMprLjMAVFUY,بارنز Barn's cafe,al murabba,المربع,24.6664723,46.6987123,Coffee,4,349,1,0,0,0,5,True,True,0,20,20,19,20,11,189580,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
39,ChIJuXaNSikFLz4RRW5m_4mSRmQ,Krispy Kreme Lulu 1 - كرسبي كريم اللولو 1,al murabba,المربع,24.6639541,46.7037608,Coffee,4,36,0,0,1,1,4,True,False,0,20,19,17,20,8,167333,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
40,ChIJ26NnPDQFLz4RciIdLe4W6PI,Dunkin' Donuts - 10424,al murabba,المربع,24.6510871,46.7039939,Coffee,4,4,0,0,0,0,0,True,True,0,20,20,19,20,9,126960,10360,16618,4616,6372,22408,4710,8079,9732,5574,2814,1145
41,ChIJy0LHYakFLz4RjvaDxb2DOoY,Zaiqa Indian Restaurant,al marqab,المرقب,24.638431,46.7223786,Restaurants,4,114,0,0,0,4,2,True,True,0,20,20,20,17,13,125695,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
42,ChIJsXncVAgFLz4RNSwTvzoBDu8,Indian Restaurant,al marqab,المرقب,24.636445,46.7198663,Restaurants,5,2,0,0,0,0,0,True,True,0,20,20,20,16,14,122124,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
43,ChIJaXt7DY0FLz4RzRupw3zjPDo,Greenchilly kerala indian restaurant (kerala india hotel ) nadan thattukkada,al marqab,المرقب,24.6342434,46.7209681,Restaurants,5,3,0,0,0,0,2,True,True,0,20,20,20,17,15,112982,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
44,ChIJZVf4uLoFLz4RgEtGKP0bzx4,U. P. Restaurant,al marqab,المرقب,24.635355,46.7196533,Restaurants,4,10,0,0,1,3,2,False,True,0,20,20,20,16,15,122124,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
45,ChIJTQuHRuEFLz4Ri3EJNBH-qf4,Restaurant pakistani VIP,al marqab,المرقب,24.6368579,46.7325555,Restaurants,3,4,0,0,0,0,0,True,True,0,20,20,20,17,5,95183,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
46,ChIJuz2DNLcFLz4Rr8SAPOp5wYg,Mangalore Cafe,al marqab,المرقب,24.6394498,46.7238114,Restaurants,4,7,0,0,1,0,2,True,True,1,20,20,20,17,12,106200,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
47,ChIJh2PvVigFLz4RLarauIv7L-M,Thouba Restaurant,al marqab,المرقب,24.639395,46.7247395,Restaurants,5,1,0,0,0,0,1,True,True,0,20,20,20,19,11,96078,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
48,ChIJxzstYqMFLz4RXfXkaYUJG4U,مطعم الياسمين,al marqab,المرقب,24.630596,46.7171611,Restaurants,4,21,1,1,0,2,1,False,True,0,20,20,20,15,13,128500,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
49,ChIJSa2sr7oFLz4RfPbarf9OYVI,مطعم البطحاء الحديث اكلات شعبية,al marqab,المرقب,24.6358184,46.7192953,Restaurants,4,200,1,0,1,3,3,False,True,0,20,20,20,16,14,122124,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
50,ChIJQVQQ87AFLz4RFR2SjGZjduE,Charminar Hyderabadi Restaurant,al marqab,المرقب,24.6383656,46.7216628,Restaurants,3,79,0,0,0,3,3,True,True,1,20,20,20,17,14,128029,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
51,ChIJjwDsYscFLz4RDAeDUiyuWqw,Tea batha,al marqab,المرقب,24.6393797,46.7185995,Coffee,3,2,1,0,0,0,1,True,True,1,20,20,20,17,14,132230,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
52,ChIJMYwd3bUFLz4RAkhSz6CryMo,محل الاصاله بهارات,al marqab,المرقب,24.6361034,46.7202337,Coffee,0,0,0,0,0,0,0,True,True,0,20,20,20,16,14,122907,4074,25324,1689,3102,20179,4242,7275,8764,5019,2534,1031
53,ChIJ16tcKrcFLz4R2sALpHVXbuU,MADEENA Restaurant,thulaim,ثليم,24.6402093,46.72383259999999,Restaurants,3,43,1,1,1,1,1,True,True,0,20,20,20,19,12,99355,5420,19512,1842,2980,17561,3691,6331,7627,4368,2206,897
54,ChIJwbjHreQFLz4Ru58ty4bT5s4,SULTAN Thai Filipino Restaurant,thulaim,ثليم,24.6442414,46.7186664,Restaurants,4,37,1,0,3,2,1,True,True,1,20,20,20,17,12,128789,5420,19512,1842,2980,17561,3691,6331,7627,4368,2206,897
55,ChIJtarlzhIFLz4RQn_CT7mL15o,Madurai Metro Cafe,thulaim,ثليم,24.6401055,46.7210312,Restaurants,3,17,0,0,1,2,2,True,True,0,20,20,20,18,14,119862,5420,19512,1842,2980,17561,3691,6331,7627,4368,2206,897
56,ChIJc0jw6woFLz4RjU9R_dzp8UE,Taj Resturaunt - Pakistani - Indian,thulaim,ثليم,24.6401326,46.7190247,Restaurants,3,108,0,1,2,0,3,True,True,0,20,20,20,17,14,125877,5420,19512,1842,2980,17561,3691,6331,7627,4368,2206,897
57,ChIJBb4VoLEFLz4RxmSdiixv-qE,مطاعم الماس,thulaim,ثليم,24.6407679,46.7212244,Restaurants,4,255,2,0,0,2,2,True,True,1,20,20,20,18,14,119370,5420,19512,1842,2980,17561,3691,6331,7627,4368,2206,897
58,ChIJVaGsMbcFLz4RwJ0JB18HNgg,Welcome Cafe,thulaim,ثليم,24.6396485,46.7240636,Restaurants,4,58,0,1,0,5,0,True,True,1,20,20,20,18,12,104504,5420,19512,1842,2980,17561,3691,6331,7627,4368,2206,897
59,ChIJp2i9WTwFLz4RT_kNmZ94jSg,Lavanya Family Restaurant,thulaim,ثليم,24.6404568,46.718666,Restaurants,3,7,0,0,1,3,0,True,True,1,20,20,20,17,14,125877,5420,19512,1842,2980,17561,3691,6331,7627,4368,2206,897
60,ChIJX4EaUaEFLz4Rf3YLxl4DGcg,Tikka Masala Restaurant Riyadh,al wazarat,الوزارات,24.669027,46.7088246,Restaurants,3,297,3,0,1,2,2,True,True,0,20,17,16,20,11,166550,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
61,ChIJpbQzk4YFLz4RnfLIL-PEJIQ,Mayer Dua Restaurant (মায়ের দোয়া রেষ্টুরেন্ট),al wazarat,الوزارات,24.6702224,46.7092342,Restaurants,5,7,0,0,0,0,3,True,True,1,20,17,15,20,11,161000,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
62,ChIJedTPklwFLz4RwospLLgeYZQ,Sonar Bangla Restaurant,al wazarat,الوزارات,24.6709612,46.7104385,Restaurants,4,93,2,0,2,0,2,True,True,0,20,19,14,20,11,165842,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
63,ChIJQ8doLKgFLz4RtSc8zFDUESM,Shapla Restaurant,al wazarat,الوزارات,24.6711909,46.7107913,Restaurants,4,52,1,0,0,2,2,True,True,1,20,20,18,20,12,165842,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
64,ChIJgSxbj4cELz4R4bsJrpDPEEs,Janata Restaurant,al wazarat,الوزارات,24.6723542,46.7088859,Restaurants,3,49,0,0,3,0,2,True,True,1,20,19,16,20,12,162772,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
65,ChIJs7fPgeIFLz4RSH-X6qsVyUU,Taj Restaurant,al wazarat,الوزارات,24.6680857,46.71173839999999,Restaurants,3,217,1,0,0,3,3,True,True,1,20,17,20,20,10,159550,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
66,ChIJM4eay2MELz4R3poMfQ1zZLs,Rida Family Restaurant,al wazarat,الوزارات,24.6677608,46.7117472,Restaurants,3,619,2,2,0,1,3,False,True,1,20,17,20,20,10,159550,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
67,ChIJtdIZ8GMELz4RhqoZ_NItd1E,Alishan Restaurant,al wazarat,الوزارات,24.6687288,46.7132758,Restaurants,3,174,1,0,1,2,2,False,True,1,20,20,20,20,11,165315,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
68,ChIJS8USMp4FLz4RzDzc8apxMBU,Spice Master Family Restaurant,al wazarat,الوزارات,24.6672335,46.7122638,Restaurants,4,804,0,0,0,2,6,True,True,0,20,18,20,20,10,159550,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
69,ChIJUwcFkM4FLz4RN3sqR_7Kswc,TRIPTI RESTAURANT,al wazarat,الوزارات,24.6711409,46.7148093,Restaurants,4,25,0,0,0,5,3,True,True,0,20,20,20,20,10,115800,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
70,ChIJW20BISUFLz4RtF9809-b1Kw,Mumtaz Food Court,al wazarat,الوزارات,24.6678864,46.7117444,Restaurants,3,152,0,1,3,0,2,True,True,0,20,16,20,20,10,159550,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
71,ChIJVTmccGMELz4RJ26Z6fTUgP0,مطعم الفا,al wazarat,الوزارات,24.6702842,46.7133224,Restaurants,3,760,2,0,0,3,2,False,True,1,20,20,20,20,10,166631,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
72,ChIJgXhYXmEELz4RX-zgQ-hXQzU,Gharwa Restaurant ঘরোয়া রেষ্টুরেন্ট,al wazarat,الوزارات,24.6672177,46.7129529,Restaurants,4,286,2,1,0,0,3,True,True,0,20,20,20,20,10,165315,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
73,ChIJ-eOIxmMELz4RVqkvGa80cuo,مطعم ديلهي Delhi Resturant,al wazarat,الوزارات,24.6680184,46.7122544,Restaurants,3,1136,0,1,2,0,4,True,True,1,20,20,20,20,10,159550,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
74,ChIJJfUu1HwELz4RenBnDAsPXc0,Rahmania Restaurant,al wazarat,الوزارات,24.6719353,46.7117531,Restaurants,4,64,1,0,1,2,1,True,True,0,20,20,20,20,12,162666,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
75,ChIJqdRMHb4FLz4Rrwvb5g4JgjE,Moonlight cafe ( south Indian restaurant),al wazarat,الوزارات,24.6737312,46.71212209999999,Restaurants,3,591,1,0,2,2,2,True,True,1,20,20,20,20,13,166636,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
76,ChIJ0UmauYUDLz4R2dUVX5q6uAA,محمصة بير كب - قهوة مختصة,al wazarat,الوزارات,24.674219,46.7137154,Coffee,4,590,0,0,0,0,8,True,True,1,20,20,20,20,12,145592,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
77,ChIJ05i7JqEFLz4RcQDRcx0VCNM,ثنكنج قهوة مختصة,al wazarat,الوزارات,24.6742196,46.7143491,Coffee,4,44,0,0,0,1,7,True,True,1,20,20,20,20,12,124285,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
78,ChIJwcWHJOEFLz4RhtV463qX7zE,Mujeeb hotel,al wazarat,الوزارات,24.668639,46.713268,Coffee,0,0,0,0,0,0,0,True,True,0,20,20,20,20,11,165315,15924,37457,9427,13865,45254,9513,16316,19655,11257,5684,2313
79,ChIJQcGIPZEFLz4R4vHMKSIWeW0,مطعم أكلة رايقة - Aklah Rayqah Restaurant,al wisham,الوشام,24.6454969,46.6992689,Restaurants,5,8,0,0,0,0,4,True,True,1,20,20,14,15,8,166777,5268,7184,1848,3533,10525,2212,3795,4571,2618,1322,538
80,ChIJO3WXbPsELz4Rhhk6PVIbMiA,مقهى أحسن قهوة,al wisham,الوشام,24.6452452,46.7010774,Coffee,4,1325,0,0,0,0,0,True,True,0,20,20,18,18,8,179000,5268,7184,1848,3533,10525,2212,3795,4571,2618,1322,538
81,ChIJf7QmypEFLz4RtlnZlKprq30,ستاربكس,al wisham,الوشام,24.6460558,46.7035012,Coffee,4,571,0,0,0,1,5,True,True,1,20,20,20,17,6,153538,5268,7184,1848,3533,10525,2212,3795,4571,2618,1322,538
82,ChIJCXijTRoFLz4Rf9apOxW3i7k,Indian Restaurant,umm salim,ام سليم,24.6302866,46.69646669999999,Restaurants,3,68,2,1,1,1,0,True,True,1,20,13,13,12,11,123017,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
83,ChIJb0kqDBkFLz4RoVQWxZs44Bk,Madhina Restaurant,umm salim,ام سليم,24.6297511,46.6930753,Restaurants,3,78,1,1,1,2,3,True,True,1,20,8,11,12,10,106648,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
84,ChIJmaNgDhkFLz4Rjsu1RTgXMBA,Makkah Restaurant,umm salim,ام سليم,24.6297649,46.6932032,Restaurants,3,176,0,1,0,2,5,True,True,1,20,10,11,12,11,106648,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
85,ChIJf6WUWN4FLz4ROmmthz1SClA,Afghani restaurant,umm salim,ام سليم,24.6296282,46.6972914,Restaurants,4,18,0,0,1,1,3,True,True,1,20,13,15,11,11,123017,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
86,ChIJz4537BoFLz4RZTIDFAulD-k,مطعم باكستاني,umm salim,ام سليم,24.6300902,46.6980325,Restaurants,4,65,1,1,1,1,3,False,True,1,20,16,16,11,12,119750,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
87,ChIJ_Q6R5DoFLz4RtQa9Lj-Cbe0,Khaibar Restaurant,umm salim,ام سليم,24.6296072,46.6972818,Restaurants,4,56,0,0,1,1,3,True,True,1,20,13,15,11,11,123017,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
88,ChIJoVOgEa4FLz4RvRmWeSVnGsA,مطعم بيت المدار للاكلات الباكستانية,umm salim,ام سليم,24.630473,46.6982174,Restaurants,4,244,1,1,1,0,5,True,True,0,20,15,16,11,11,110017,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
89,ChIJtTSb9hoFLz4RzDbyvqiX4D0,مطعم فريد عجب بن صحبه خان,umm salim,ام سليم,24.6297881,46.6972073,Restaurants,4,400,1,1,1,2,3,True,True,1,20,13,15,11,11,123017,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
90,ChIJzTe1GBsFLz4Rc8V0A1qsbKo,ارسلان مطعم باکستانی,umm salim,ام سليم,24.6314388,46.6982361,Restaurants,3,129,1,0,0,2,3,False,True,1,20,15,17,11,11,118293,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
91,ChIJv8G2suAFLz4RsMoWYo7Sxus,Samira Alshahri Pakistani Restaurant,umm salim,ام سليم,24.6343573,46.6999453,Restaurants,4,37,0,0,0,0,0,False,True,0,20,17,17,16,12,140826,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
92,ChIJqc-MxOEELz4RrpiHIW3gid0,أرابيكا كافيه,umm salim,ام سليم,24.6371904,46.6931136,Coffee,4,306,0,0,1,0,5,True,True,0,20,11,11,11,10,156416,7485,20354,3419,3923,20764,4365,7486,9018,5165,2608,1061
93,ChIJ-w88KhUFLz4RKnUkwrClX3c,Dhaba Restaurant,siyah,صياح,24.6116038,46.7043599,Restaurants,0,0,0,0,0,0,0,True,True,0,20,6,8,4,8,107318,730,1429,612,708,2053,431,740,891,510,257,104
94,ChIJdTiJ_l8FLz4RpgeTLl3BP0Y,Circle K Coffee,siyah,صياح,24.6113193,46.7074123,Coffee,5,1,0,0,0,0,0,True,True,0,20,7,8,4,8,103688,730,1429,612,708,2053,431,740,891,510,257,104
95,ChIJDUXLrXcFLz4R9hL0Me8Zfsg,ميركاتو كافيه,siyah,صياح,24.6069027,46.7065318,Coffee,4,477,2,2,0,0,2,True,True,0,20,6,9,3,6,92270,730,1429,612,708,2053,431,740,891,510,257,104
96,ChIJY8POlEEFLz4RKhJZYI_uyRk,بارنز,siyah,صياح,24.6038921,46.7054285,Coffee,4,186,2,1,2,0,2,True,True,0,20,7,8,5,6,95345,730,1429,612,708,2053,431,740,891,510,257,104
97,ChIJvxUxyKAFLz4R-0MmMhcdpt8,ستاربكس,siyah,صياح,24.6023854,46.7028148,Coffee,4,471,0,0,0,2,4,False,False,1,20,8,8,4,6,99581,730,1429,612,708,2053,431,740,891,510,257,104
98,ChIJ96bob6YFLz4RRX1Xaxjz71M,ستايل كافية stylecoffee,siyah,صياح,24.6036347,46.7043848,Coffee,4,23,0,1,0,1,3,True,True,1,20,8,8,5,7,98712,730,1429,612,708,2053,431,740,891,510,257,104
99,ChIJFblXGE4FLz4RPMuqrjKkZgM,Cusina Restaurant - Shimesi,ilaishah,عليشة,24.6302422,46.6912567,Restaurants,3,33,2,0,0,2,3,True,True,0,20,10,10,13,6,72479,2655,5469,4218,5603,10591,2226,3818,4600,2634,1330,541
