,Unnamed: 0,place_id,name,name2,neighbhood,neighbhood2,nameAr,lat,lng,types,rating,user_ratings_total,rated1,rated2,rated3,rated4,rated5,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,revenues,FemaleNonSaudi,MaleNonSaudi,FemaleSaudi,MaleSaudi,total_labor,Teens,20s,30s,40s,50s,60s,CompNum,isSuccessful
1491,1491,ChIJDf0UPMv_Lj4RFk_630wXLLk,,قرية العاذرية,,king khalid airport,مطار الملك خالد,24.8213062,46.7655815,Restaurants,3,338,126,0,42,126,42,True,True,1,20,16,11,17,6,145832,1005,41887,3530,3367,29386,6178,10595,12763,7310,3691,1502,11,0
1492,1492,ChIJ61PUyDP_Lj4RhQM2h_oYULw,,مطعم يمي فود,,king khalid airport,مطار الملك خالد,24.8214954,46.764472,Restaurants,3,10,2,1,0,0,5,True,True,0,20,18,10,18,6,145916,1005,41887,3530,3367,29386,6178,10595,12763,7310,3691,1502,11,0
1493,1493,ChIJ04Ju6Mb9Lj4RT4vum2yidPI,,شاهي أبو الشنب,,king khalid airport,مطار الملك خالد,24.820283,46.7397183,Coffee,4,277,0,0,0,0,0,True,True,0,20,18,8,20,6,163653,1005,41887,3530,3367,29386,6178,10595,12763,7310,3691,1502,12,0
1494,1494,ChIJI5GoeJ39Lj4Rd36lJpmvRb4,Legit Cafe ليجت كافيه,Legit Cafe ليجت كافيه,King Khalid Airport,king khalid airport,مطار الملك خالد,24.8194776,46.7310689,Coffee,4,718,0,0,0,0,0,True,True,0,18,20,16,16,4,203784,1005,41887,3530,3367,29386,6178,10595,12763,7310,3691,1502,14,1
1495,1495,ChIJsRUT0a79Lj4RPuSS8_WY39Q,بالنسد كوفي Balancd Coffee,بالنسد كوفي Balancd coffee,King Khalid Airport,king khalid airport,مطار الملك خالد,24.819193,46.7310243,Coffee,4,869,0,0,0,217,651,True,True,1,18,20,15,15,4,204427,1005,41887,3530,3367,29386,6178,10595,12763,7310,3691,1502,14,1
1496,1496,ChIJKw-vXcX_Lj4RrAS9v39fbys,,بدون علامة no brands coffee,,king khalid airport,مطار الملك خالد,24.8198714,46.7616928,Coffee,4,1,0,0,0,0,0,True,True,0,20,16,7,18,6,136655,1005,41887,3530,3367,29386,6178,10595,12763,7310,3691,1502,9,0
1497,1497,ChIJq4j-mnwYLz4RB0mHzUgJvqE,,مطعم الرواسي للمشويات,,tuwaiq,طويق,24.57169,46.5241685,Restaurants,3,65,32,0,0,21,10,True,True,1,20,9,6,3,2,86777,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1498,1498,ChIJwWfJBmsYLz4RNU_sK-evKWk,,مطاعم رمز القريه,,tuwaiq,طويق,24.5621785,46.5327225,Restaurants,3,390,195,0,0,130,65,True,True,0,20,7,4,5,2,87075,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,7,0
1499,1499,ChIJNQim_oUYLz4RXnvkyRAfELc,,فوال وشعبيات تلال غوار فرع 3,,tuwaiq,طويق,24.5813771,46.5269159,Restaurants,3,381,108,0,54,54,163,True,True,1,20,9,6,1,0,63307,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,5,0
1500,1500,ChIJX9pysaQjLz4RTTeUa44tyy0,,Mama Aalia,,tuwaiq,طويق,24.5697175,46.5133256,Restaurants,4,2,0,0,0,0,0,False,True,0,17,10,6,3,0,88178,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1501,1501,ChIJjUMHk3cYLz4RJTPIcpHF1Yw,,بوفية اطايب عدن,,tuwaiq,طويق,24.5634175,46.5176079,Restaurants,3,72,12,0,0,0,60,True,True,1,20,10,6,3,1,73892,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,14,0
1502,1502,ChIJvbkLmqUZLz4RqDx9aeGjVKE,,كودو Kudu,,tuwaiq,طويق,24.5622986,46.525179,Restaurants,3,19,4,0,0,2,11,True,True,1,20,10,7,4,2,82828,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,16,0
1503,1503,ChIJK5Z1KRMjLz4RBgtNeLYdLLg,,شاورمر,,tuwaiq,طويق,24.5545247,46.5140523,Restaurants,4,568,0,0,162,243,162,True,True,1,20,2,5,3,1,82793,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,11,0
1504,1504,ChIJqS9adSUjLz4REJt9RyYBHto,,برغرايززر,,tuwaiq,طويق,24.554658,46.510698,Restaurants,4,379,108,0,0,0,270,True,True,1,20,2,5,3,0,86423,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1505,1505,ChIJH6yFRZkjLz4Rt2WBFCNg4Ho,,AFC BROASTED,,tuwaiq,طويق,24.569752,46.513302,Restaurants,5,10,0,0,0,0,0,True,True,0,17,10,6,3,0,88178,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1506,1506,ChIJQfSux8AjLz4RzAqnMxLOyR4,,Mudin2,,tuwaiq,طويق,24.5557521,46.5147081,Restaurants,0,0,0,0,0,0,0,True,True,0,20,6,5,3,1,79545,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,11,0
1507,1507,ChIJzbjiL_wZLz4RZ2zePKyWL9c,,فوال ديرة الافراح,,tuwaiq,طويق,24.560194,46.5299745,Restaurants,4,126,0,0,25,25,75,True,True,0,20,11,4,5,1,79810,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,9,0
1508,1508,ChIJW_9ZUwUZLz4Rq-10T69Lh9U,,Ahamad Tameej,,tuwaiq,طويق,24.5816326,46.5244342,Restaurants,5,3,0,0,0,0,0,True,True,0,20,9,5,1,0,67090,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,5,0
1509,1509,ChIJscFWbsAjLz4RJOCDI5Gl7qQ,,McDonald's,,tuwaiq,طويق,24.555355,46.514726,Restaurants,1,3,3,0,0,0,0,True,True,1,20,4,5,3,1,79545,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,11,0
1510,1510,ChIJux1xXDYZLz4RodLsy3rNTOw,,هابي برجر,,tuwaiq,طويق,24.5634052,46.5173199,Restaurants,3,81,9,9,9,0,54,True,True,1,20,10,6,3,0,73892,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,14,0
1511,1511,ChIJaS-csNoZLz4Revb0YZhBfrg,,Shurfa BBQ الشرفة باربكيو,,tuwaiq,طويق,24.5621682,46.5284794,Restaurants,3,10,8,0,0,0,2,True,True,1,20,12,6,5,1,83228,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1512,1512,ChIJR9lO-0YjLz4RSvywTMzNLp4,,هامبرغيني,,tuwaiq,طويق,24.5547665,46.5103075,Restaurants,4,128,36,0,0,18,73,True,True,1,20,2,5,3,0,78346,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,9,0
1513,1513,ChIJ33H3w5MjLz4R3rJEI-8H9x8,,صب واي,,tuwaiq,طويق,24.5544972,46.5106627,Restaurants,3,94,23,0,23,11,35,True,True,1,20,2,5,3,0,86423,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1514,1514,ChIJeTILiIwZLz4RLWIpOPZVb6A,,Simple Coffee القهوة البسيطة,,tuwaiq,طويق,24.5559969,46.5273333,Coffee,4,15,2,2,0,0,10,True,True,0,19,7,5,3,1,97937,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,8,0
1515,1515,ChIJN2F75fwZLz4RMjlHlMjO-Cs,,عالم المقاهي - المحمصة | Alam Almaqahi - Roastery,,tuwaiq,طويق,24.5686127,46.5265643,Coffee,4,493,0,0,0,123,369,False,True,1,20,9,9,3,2,89100,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,13,0
1516,1516,ChIJ-To4H_EZLz4RXB416rFqXpc,,DRIVE COFFEE | درايف كوفي,,tuwaiq,طويق,24.5685122,46.5257679,Coffee,0,0,0,0,0,0,0,False,False,0,20,9,9,4,2,89100,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,14,0
1517,1517,ChIJaxvXOJ0ZLz4RSTPouW9jRN8,,'ى,,tuwaiq,طويق,24.5726443,46.527392,Coffee,4,450,100,0,50,50,250,True,True,0,20,10,7,3,2,79681,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1518,1518,ChIJ237RnqIZLz4R0aG9eUYLRd0,,وهاج قهوة مختصة,,tuwaiq,طويق,24.5552316,46.5255848,Coffee,4,62,0,0,0,0,62,False,True,0,20,4,5,4,1,100129,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,12,0
1519,1519,ChIJ0fZqdtcjLz4RIC7dqex8JAw,,Starbucks,,tuwaiq,طويق,24.5543423,46.5115557,Coffee,3,663,265,66,0,66,265,True,True,1,20,2,5,3,0,85444,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,10,0
1520,1520,ChIJ1zvWpUUZLz4RpHEpZvFKYPU,,Bangladesh Hotel,,tuwaiq,طويق,24.5724333,46.5181481,Coffee,0,0,0,0,0,0,0,True,True,0,20,9,3,2,1,85033,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,9,0
1521,1521,ChIJMT3N1OcjLz4R2aZomGu85LE,,ارابيكا ستار,,tuwaiq,طويق,24.5544674,46.5135061,Coffee,4,32,4,4,0,4,20,True,True,1,20,2,5,3,1,82793,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,11,0
1522,1522,ChIJfXWK9FsjLz4RZ5xGsYPJPSE,,آرلو كافيه للقهوة المختصة,,tuwaiq,طويق,24.55716,46.5148244,Coffee,4,1190,0,0,264,264,661,True,True,1,20,8,6,3,1,79545,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,12,0
1523,1523,ChIJjREIJ4QZLz4R774MymmMsqE,,تغاريد كافيه TAGHRID,,tuwaiq,طويق,24.5613592,46.5341625,Coffee,4,150,0,0,0,0,0,False,True,0,20,5,4,4,2,86950,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,7,0
1524,1524,ChIJ3Ye4T8kjLz4RN66Sh5Y8fyw,,مزاج مغربي,,tuwaiq,طويق,24.5548921,46.510569,Coffee,4,108,0,15,30,0,61,True,True,0,20,2,5,3,0,83464,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,9,0
1525,1525,ChIJ1RXh_NAZLz4RD1mUh24b3gk,,قلب فارس,,tuwaiq,طويق,24.5630561,46.5237319,Coffee,5,2,0,0,0,0,2,False,True,0,16,10,6,4,2,87468,3523,11752,62684,65533,84692,17805,30536,36785,21067,10639,4329,16,0
1526,1526,ChIJPaK_ym7jLj4RgFYcAHeZ7Lw,The Lounge,The Lounge,As Sahafah,as sahafah,الصحافة,24.7833319,46.6518305,Restaurants,4,12,6,0,0,0,6,True,True,0,20,18,16,16,7,244239,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,22,1
1527,1527,ChIJKfyHyk_jLj4R7ur05AG82So,Sadelle'S Riyadh,Sadelle's Riyadh,As Sahafah,as sahafah,الصحافة,24.7834925,46.6526025,Restaurants,3,947,0,0,378,0,568,True,True,1,20,17,16,18,8,244239,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,24,1
1528,1528,ChIJTcgKgNHjLj4RT2Ma1lPn52I,Eesa Restaurant,Eesa Restaurant,As Sahafah,as sahafah,الصحافة,24.7962281,46.6457605,Restaurants,3,156,66,0,22,22,44,True,True,1,20,20,17,20,8,213415,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,29,1
1529,1529,ChIJ95qJHOzjLj4RzkaDxjwNBR4,اوبلا,اوبلا,As Sahafah,as sahafah,الصحافة,24.7814697,46.6475097,Restaurants,4,956,0,0,212,318,424,True,True,1,20,20,17,20,9,212315,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,25,1
1530,1530,ChIJoTSmy3bjLj4RW9V5ep1aqVs,ذا سوشل بيتزاريا,ذا سوشل بيتزاريا,As Sahafah,as sahafah,الصحافة,24.7873206,46.6472613,Restaurants,3,899,0,99,199,99,499,False,True,1,20,20,18,20,9,234572,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,24,1
1531,1531,ChIJ7RrzWwrjLj4RneZ_tnnNumI,Al Ameen Restaurant,AL AMEEN Restaurant,As Sahafah,as sahafah,الصحافة,24.7838687,46.6334552,Restaurants,3,462,231,0,231,0,0,True,True,0,20,20,17,20,10,179124,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1532,1532,ChIJU4TrtMfjLj4R1NQg5VaF5XE,Bismillah Restaurant,Bismillah restaurant,As Sahafah,as sahafah,الصحافة,24.7845631,46.6339015,Restaurants,4,79,26,0,0,0,52,True,True,0,20,20,17,20,10,179124,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1533,1533,ChIJedVJBiHjLj4RLbvqsq0NhZU,Tooo Much! تووو متش!,Tooo much! تووو متش!,As Sahafah,as sahafah,الصحافة,24.7806741,46.6352081,Restaurants,4,10,1,0,0,0,8,True,True,0,20,20,16,20,11,157273,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,18,1
1534,1534,ChIJx-Xec-njLj4RZFBLkKIBqvg,Kitchen On 3,Kitchen On 3,As Sahafah,as sahafah,الصحافة,24.7929595,46.6327482,Restaurants,4,20,2,0,0,0,17,True,True,0,20,20,17,20,9,179189,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1535,1535,ChIJ60obhwTjLj4RJZrV2rI2TEI,The Capital Lounge,The Capital Lounge,As Sahafah,as sahafah,الصحافة,24.792875,46.632683,Restaurants,4,50,0,0,7,0,42,False,True,0,20,20,17,20,9,179189,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1536,1536,ChIJ202LuT_jLj4RDn4Gfk-rxss,Casa Cacao El Celler De Can Roca,Casa Cacao El Celler de Can Roca,As Sahafah,as sahafah,الصحافة,24.7924803,46.6326402,Restaurants,5,5,0,0,0,0,5,True,True,1,20,20,17,20,8,176459,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1537,1537,ChIJ5flcdozjLj4RXDT-3qTMwM0,جي دبليو جلاس جاردن,جي دبليو جلاس جاردن,As Sahafah,as sahafah,الصحافة,24.7925578,46.6321393,Restaurants,4,31,4,4,0,0,22,True,True,1,20,20,18,20,9,178356,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1538,1538,ChIJ38Wo2hLjLj4RhUcLtntN-mg,جي دبليو ستيك هاوس,جي دبليو ستيك هاوس,As Sahafah,as sahafah,الصحافة,24.7927597,46.6325538,Restaurants,4,58,14,0,0,0,43,False,True,1,20,20,17,20,9,177589,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1539,1539,ChIJRR3ZPYjjLj4RVozMhZDS7E0,Fork & Pipe,Fork & Pipe,As Sahafah,as sahafah,الصحافة,24.7924547,46.6326147,Restaurants,5,62,0,0,0,0,62,False,True,0,20,20,17,20,8,169989,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1540,1540,ChIJPdUE_KTjLj4RtSCc-estzMo,Ornè Cafè,Ornè Cafè,As Sahafah,as sahafah,الصحافة,24.7882458,46.6479978,Coffee,4,354,0,0,0,118,236,True,True,1,20,20,18,20,8,238066,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,23,1
1541,1541,ChIJ9Q3vcU0dLz4R6nzZQYJQBNc,Caffea Cafe,Caffea Cafe,As Sahafah,as sahafah,الصحافة,24.790697,46.6479139,Coffee,4,160,0,0,0,26,133,False,True,0,20,20,17,20,7,217862,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,22,1
1542,1542,ChIJsaXx9rX9Lj4R5s1Vx365WU0,كافية 10 ٪,كافية 10 ٪,As Sahafah,as sahafah,الصحافة,24.7815665,46.6476559,Coffee,4,928,0,0,116,0,812,False,True,0,19,20,17,20,8,211207,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,25,1
1543,1543,ChIJIT0418HjLj4RyiGYQvqZVEw,Everyday Coffee Roastery,EveryDay Coffee Roastery,As Sahafah,as sahafah,الصحافة,24.7847221,46.6461008,Coffee,3,313,69,0,0,34,208,True,True,0,20,20,17,20,9,190822,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,24,1
1544,1544,ChIJZzTqcm7jLj4ROvLQhXgKKF4,جولت Jolt‎‎,جولت JOLT‎‎,As Sahafah,as sahafah,الصحافة,24.7858013,46.6458789,Coffee,3,107,35,23,11,11,23,True,True,1,20,20,17,20,9,197269,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,23,1
1545,1545,ChIJKekvKX3jLj4R-XCCQtsDXd0,Le Gout Lounge & Coffee,LE GOUT lounge & coffee,As Sahafah,as sahafah,الصحافة,24.7852039,46.6339149,Coffee,4,847,0,0,0,0,847,True,True,1,20,20,16,20,10,179124,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,21,1
1546,1546,ChIJRc0O-arjLj4RpNaiczs3Oc8,كوستا كوفي,كوستا كوفي,As Sahafah,as sahafah,الصحافة,24.7841875,46.6349375,Coffee,3,80,35,8,8,0,26,True,True,1,20,20,17,20,11,167764,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,19,1
1547,1547,ChIJc4hWNzjjLj4RGdMLWfz8XfM,ناني كافيه,ناني كافيه,As Sahafah,as sahafah,الصحافة,24.7891131,46.6414811,Coffee,4,193,0,0,27,27,137,True,True,1,20,20,18,20,9,190984,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,20,1
1548,1548,ChIJY3HeSp_jLj4RWqbZx4XHfcc,Befine Coffee,BeFine Coffee,As Sahafah,as sahafah,الصحافة,24.7902137,46.6366963,Coffee,4,250,0,0,0,31,218,False,True,0,20,20,14,20,9,153696,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,25,1
1549,1549,ChIJQblUxhfjLj4RiUDQjyttlVQ,كيفاهان كافيه,كيفاهان كافيه,As Sahafah,as sahafah,الصحافة,24.7977575,46.6413646,Coffee,4,620,77,0,0,77,465,True,True,1,20,20,18,20,7,207524,3198,4488,8099,7963,14016,2946,5053,6087,3486,1760,716,29,1
1550,1550,ChIJMXdgDobjLj4RpEsnz_1S5Gc,Siraj Spice Restaurant Kerala,Siraj Spice Restaurant Kerala,Al Malqa,al malqa,الملقا,24.7820916,46.6238305,Restaurants,3,305,0,43,0,87,174,True,True,1,20,20,14,20,8,191898,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,18,1
1551,1551,ChIJ4-mF_gXjLj4RaGVgsi_75kc,Pakistani Restaurant,Pakistani Restaurant,Al Malqa,al malqa,الملقا,24.7802619,46.6248174,Restaurants,4,69,27,0,0,13,27,False,True,1,20,20,14,20,9,189501,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,17,1
1552,1552,ChIJ5RcbqzfjLj4Re0BK7uJW9NU,مطعم غصن,مطعم غصن,Al Malqa,al malqa,الملقا,24.7800072,46.616193,Restaurants,4,181,0,0,0,0,0,False,True,0,20,20,12,16,10,189544,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,14,1
1553,1553,ChIJPbMeNabjLj4Rs5IBR3QYZvg,المدينة للاكلات الهندية و الباكستانية,المدينة للاكلات الهندية و الباكستانية,Al Malqa,al malqa,الملقا,24.7767384,46.6293621,Restaurants,3,437,72,0,0,72,291,True,True,0,20,20,17,19,8,299608,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,20,1
1554,1554,ChIJNY2nsYDjLj4R9mZB90_taIk,Chilli Flake'S Biryani & Tikka Restaurant,Chilli Flake's Biryani & Tikka restaurant,Al Malqa,al malqa,الملقا,24.7978283,46.6274431,Restaurants,4,17,0,2,0,0,14,True,True,1,20,20,20,20,6,225096,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,18,1
1555,1555,ChIJnWqiRs7jLj4Rrt6r7VW2FgU,,"Roma Restaurant, Boulevard world Branch |مطعم روما ، فرع البوليفارد وورلد",,al malqa,الملقا,24.7764726,46.6017881,Restaurants,0,0,0,0,0,0,0,False,True,0,14,18,9,2,3,219302,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,8,0
1556,1556,ChIJx-3p4JXjLj4Ru6lJUXDqE8c,سبا,سبا,Al Malqa,al malqa,الملقا,24.7910933,46.6120921,Restaurants,2,20,12,0,0,5,2,True,True,1,20,20,12,18,7,220859,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,12,1
1557,1557,ChIJa_mJGFzjLj4RWFTIYf1a1xM,The Bench ذي بنش,The Bench ذي بنش,Al Malqa,al malqa,الملقا,24.7784777,46.6170556,Coffee,4,556,0,55,55,55,389,True,True,0,20,20,12,16,8,291584,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,14,1
1558,1558,ChIJdUDXtdDjLj4R-GOSKCC98yg,ريڤ أب كوفي | Healthy Coffee,ريڤ أب كوفي | healthy coffee,Al Malqa,al malqa,الملقا,24.7748919,46.6180499,Coffee,4,423,0,0,0,120,302,True,True,1,20,20,12,12,7,314906,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,17,1
1559,1559,ChIJsTaCxy_jLj4RFCXKE6JpUL8,فايل كافيه | File Coffee,فايل كافيه | File Coffee,Al Malqa,al malqa,الملقا,24.7751535,46.630169,Coffee,4,133,0,0,13,0,119,True,False,1,20,20,17,17,8,328978,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,19,1
1560,1560,ChIJO2g83iHjLj4RkdtvyAaIRRE,Aim Coffee,Aim Coffee,Al Malqa,al malqa,الملقا,24.7948436,46.6250814,Coffee,4,536,0,0,67,0,469,False,True,0,20,20,20,20,11,215507,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,20,1
1561,1561,ChIJVweuysfjLj4RPS2pmZBo5mk,,ORIGIN (THE LAB),,al malqa,الملقا,24.7752369,46.609251,Coffee,3,812,101,101,101,101,406,True,False,0,13,20,9,5,5,206844,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,11,0
1562,1562,ChIJdVVULMfnLj4RapSHTXTPdp8,,Costa Coffee,,al malqa,الملقا,24.7963125,46.5883125,Coffee,4,68,0,0,0,19,48,True,True,0,13,20,9,2,4,196700,984,9087,3452,4332,10538,2215,3799,4577,2621,1323,538,12,0
1563,1563,ChIJn2QOWv7jLj4RjUpEOuOfXCE,,كودو,,hittin,حطين,24.761806,46.62569,Restaurants,3,524,149,74,0,0,299,True,True,1,16,20,5,8,4,401085,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,19,0
1564,1564,ChIJ8yxQ49XjLj4Rr-TTiiWQtAM,Shawarma Classic | شاورما كلاسك,Shawarma Classic | شاورما كلاسك,Hittin,hittin,حطين,24.772816,46.619865,Restaurants,3,595,170,0,0,85,340,True,True,0,20,20,12,14,8,311868,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,17,1
1565,1565,ChIJBzO2HzHjLj4R-fr7BNyTYdU,,بترميلك,,hittin,حطين,24.7479544,46.6187122,Restaurants,4,1259,0,0,157,157,944,True,True,1,10,16,8,6,3,302871,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,24,0
1566,1566,ChIJtRe5Lg3jLj4Ru-kQCIQCd6g,,Bulivard Riyadh in HITTIN,,hittin,حطين,24.750723,46.6132118,Restaurants,4,39,0,0,0,0,0,True,True,0,10,16,8,6,3,293612,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,20,0
1567,1567,ChIJH_TsG6fjLj4RPmf6ojnZCaM,,فايف جايز,,hittin,حطين,24.7501077,46.6136616,Restaurants,3,787,0,131,0,524,131,True,True,1,10,16,8,6,3,293612,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,21,0
1568,1568,ChIJHxJXXzbiLj4RwbyAfSINsh0,,فاير جريل,,hittin,حطين,24.7531088,46.6105021,Restaurants,4,973,486,0,162,324,0,True,True,1,10,16,9,5,3,251585,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,18,0
1569,1569,ChIJrxEfWfLjLj4R3-wr57WfJ-c,,موريني,,hittin,حطين,24.7503559,46.613269,Restaurants,4,305,0,0,38,76,190,False,True,1,10,16,8,6,3,293612,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,20,0
1570,1570,ChIJ7Qrj5efjLj4RH66cKMaiaYo,,Finger Sushi,,hittin,حطين,24.7533273,46.6098707,Restaurants,2,164,98,16,0,16,32,True,True,0,8,17,9,5,3,251585,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,18,0
1571,1571,ChIJFwanY1PjLj4RGOW74JIk66o,,Palm Restaurant,,hittin,حطين,24.7703378,46.6047112,Restaurants,3,8,1,1,1,0,3,True,True,1,12,20,9,3,4,237578,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,12,0
1572,1572,ChIJc52a-O_jLj4Rp8G7LEnItcM,,مطعم بارادوكس,,hittin,حطين,24.7640342,46.6043057,Restaurants,3,45,9,0,0,9,27,False,True,1,9,15,8,3,2,192475,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,19,0
1573,1573,ChIJrzh_gKXjLj4R-TB-TP5p8kA,,El Lechazo Restaurant إل لِتشازو,,hittin,حطين,24.7652365,46.602192,Restaurants,3,15,6,2,2,2,2,True,True,0,11,12,8,4,2,218755,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,15,0
1574,1574,ChIJt9bypOHjLj4RntHf3DpaCZo,,The Palm steakhouse,,hittin,حطين,24.7702268,46.6058708,Restaurants,4,16,5,0,0,2,8,False,True,1,12,20,8,4,5,228096,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,12,0
1575,1575,ChIJSSNP0gXjLj4Rt9UBP-ti5kY,,HOO•GAH - Brunch & Moments,,hittin,حطين,24.7496306,46.6147283,Restaurants,4,315,35,35,35,105,105,True,True,0,9,16,8,5,3,293612,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,22,0
1576,1576,ChIJlWgz65XjLj4RZKMEHSJgOMo,,One way burger,,hittin,حطين,24.7687013,46.6048141,Restaurants,3,18,4,4,0,2,8,True,True,1,11,20,9,3,3,235362,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,12,0
1577,1577,ChIJB9Xp8DbiLj4RmXdbOKcXmJE,,اوريجانو بيتزاريا,,hittin,حطين,24.7529516,46.6102475,Restaurants,4,609,0,0,0,101,507,True,True,1,9,16,9,5,3,251585,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,18,0
1578,1578,ChIJCdl2FmvjLj4RT6oqo6vs2g0,,مطعم روما,,hittin,حطين,24.7505755,46.613007,Restaurants,4,237,0,0,0,67,169,True,True,1,10,17,8,6,3,293612,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,20,0
1579,1579,ChIJ2Rm63PnjLj4RX1d4oNVbX4Y,,زودياك كوزين,,hittin,حطين,24.7675916,46.6011082,Restaurants,3,139,17,17,0,69,34,False,True,0,11,14,9,3,3,236244,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,10,0
1580,1580,ChIJI3h5VFoDLz4Rm4NMXC9LNuI,,Place de L'etoile,,hittin,حطين,24.7662201,46.6032096,Restaurants,3,17,2,4,4,0,4,True,True,1,11,20,8,3,2,233999,1814,3895,3188,3389,7251,1524,2614,3149,1803,910,370,14,0
