,nameAr,neighbhood,nameEn,cityId,neCoordinates,swCoordinates
1625,القادسية,Al Qadisiyah,al qadisiyah,2256,"29.63974713,43.53176910","29.63435812,43.52293419"
1626,الروضة,Ar Rawdah,ar rawdah,2630,"26.14663338,43.66878650","26.13698368,43.65673915"
1627,الزهرة,Az Zahrah,az zahrah,2630,"26.13901014,43.66628104","26.12790194,43.65637998"
1628,العزيزية,Al Aziziyah,al aziziyah,2630,"26.14670764,43.66131975","26.13412787,43.65282902"
1629,البيضاء,Al Baida,al baida,2630,"26.12537119,43.66220013","26.10229370,43.64389402"
1630,ابن خلدون,Ibn Khaldun,ibn khaldun,2630,"26.13660253,43.66286894","26.12523413,43.64712389"
1631,الهلالية,Al Halaliyah,al halaliyah,2630,"26.13520190,43.68175539","26.11873005,43.66220013"
1632,النهضة,An Nahdah,an nahdah,2630,"26.14605157,43.67424462","26.13520244,43.66394378"
1633,الفهد,Al Fahd,al fahd,2630,"26.15894947,43.66637052","26.14581561,43.65402856"
1634,البلد القديم,Al Balad Al Qadim,al balad al qadim,2630,"26.14946960,43.67089932","26.14275478,43.66405344"
1635,الخالدية,Al Khaldiyah,al khaldiyah,2630,"26.15226295,43.66196455","26.14364167,43.65352147"
1636,مخطط المحمدية,Al Muhammadiyah Planning,al muhammadiyah planning,2630,"26.13063637,43.64093003","26.12736037,43.63695433"
1637,القادسية,Al Qadisiyah,al qadisiyah,2630,"26.13472621,43.62669129","26.11061656,43.59665559"
1638,ام ثلعة,Umm Thalaah,umm thalaah,2481,"26.02503077,43.76278507","26.01985599,43.75637443"
1639,العبيلة,Al Ubaylah,al ubaylah,2481,"26.01065908,43.74206483","26.00585193,43.73718310"
1640,العثمانية,Al Uthmaniyah,al uthmaniyah,2481,"26.00931121,43.73896514","25.99888047,43.72737787"
1641,الوسطى,Al Wusta,al wusta,2481,"26.00801370,43.73049347","25.99505116,43.71602598"
1642,الشيرمي,Ash Shayrami,ash shayrami,2481,"26.00585200,43.74237126","25.99349293,43.73180484"
1643,المستشفى,Al Mustashfa,al mustashfa,2481,"25.99996224,43.73884199","25.98307610,43.72586807"
1644,البساتين,Al Basatin,al basatin,2481,"25.99787645,43.74947377","25.98144524,43.73655752"
1645,الاندلس,Al Andalus,al andalus,2481,"25.98804728,43.75671723","25.97428462,43.74056293"
1646,النخيل,An Nakhil,an nakhil,2481,"25.98307610,43.74951718","25.96376487,43.73343578"
1647,الرمة,Ar Rimmah,ar rimmah,2481,"25.99505116,43.73870918","25.97883011,43.71951830"
1648,الصناعية,As Sinaaiyah,as sinaaiyah,2481,"25.98986166,43.73007312","25.97443111,43.71337471"
1649,الاصفر,Al Asfar,al asfar,2481,"25.98469251,43.72319229","25.96482507,43.70318270"
1650,رامات,Ramat,ramat,2481,"25.96753146,43.71234045","25.95360891,43.69195574"
1651,العليا,Al Ulayya,al ulayya,2481,"25.96915772,43.70206293","25.95971838,43.69331019"
1652,التعليم,At Taalim,at taalim,2481,"25.99855574,43.72586807","25.99202386,43.71928740"
1653,الصفا,As Safa,as safa,233,"26.26170279,36.45747771","26.24722347,36.43875669"
1654,البلد,Al Balad,al balad,233,"26.23738813,36.46624000","26.22547713,36.45218428"
1655,العزيزية,Al Aziziah,al aziziah,233,"26.23917824,36.46605459","26.22948200,36.45600745"
1656,الخالدية,Al Khaldiyah,al khaldiyah,233,"26.25177922,36.46322705","26.23656800,36.44818065"
1657,النهضة,An Nahdah,an nahdah,233,"26.27072623,36.44645094","26.25825554,36.43353890"
1658,النخيل,An Nakhil,an nakhil,1361,"20.47839478,45.58260318","20.46188693,45.56418415"
1659,الروضة,Ar Rawdah,ar rawdah,1361,"20.48491166,45.59469014","20.46417550,45.58200083"
1660,الشفاء,Ash Shifa,ash shifa,1361,"20.46572744,45.59529520","20.44741628,45.58091602"
1661,الديرة,Ad Dirah,ad dirah,1361,"20.46360703,45.58180291","20.44580433,45.56472841"
1662,الملك عبدالعزيز,King Abdulaziz,king abdulaziz,1361,"20.48542998,45.58223880","20.47102116,45.56462566"
1663,الزهرة,Az Zahrah,az zahrah,1361,"20.49272789,45.59087368","20.47849029,45.57616139"
1664,الصناعية,As Sinaiyah,as sinaiyah,990,"24.48714231,46.31212787","24.47921934,46.30259058"
1665,الحزيمية,Al Huzaymiyyah,al huzaymiyyah,990,"24.48464987,46.30082437","24.47474136,46.28641565"
1666,الصقورية,As Suquriyyah,as suquriyyah,990,"24.48154736,46.28734418","24.47144796,46.27745056"
1667,المروج,Al Muruj,al muruj,990,"24.48885427,46.27912710","24.47095564,46.26930660"
1668,شخيب,Shukhib,shukhib,990,"24.49274302,46.27253746","24.47452924,46.25893314"
1669,طويق,Tuwik,tuwik,990,"24.48280615,46.30202133","24.46501226,46.28430028"
1670,الأندلس,Al Andalus,al andalus,990,"24.47365753,46.28802623","24.46176877,46.27387383"
1671,غرناطه,Ghirnatah,ghirnatah,990,"24.47146035,46.27496740","24.46066097,46.26360362"
1672,الهدا,Al Hada,al hada,990,"24.46176877,46.27640614","24.44805786,46.26459377"
1673,العليا,Al Ulayya,al ulayya,990,"24.46499035,46.29542318","24.44833485,46.27496740"
1674, الركوبة, Ar Rakubah, ar rakubah,3542,"16.62687655,42.97413473","16.61464737,42.96411402"
1675, الجردية, Al Jurdiyyah, al jurdiyyah,3542,"16.58476732,42.92885799","16.58021487,42.92226675"
1676, الجرادية, Al Jaradiyah, al jaradiyah,3542,"16.59452523,42.92342625","16.57593033,42.90395814"
1677, صامطة, Samtah, samtah,3542,"16.61827605,42.95872291","16.58410454,42.90900132"
1678, الطريشة, At Turayshah, at turayshah,3542,"16.57983576,42.95614512","16.57049431,42.94248015"
1679, مجعر, Majaar, majaar,3542,"16.61756432,43.00067756","16.60302662,42.98233263"
1680, الخضراء, Al Khadra, al khadra,3542,"16.59592115,42.97577050","16.58041388,42.95741250"
1681,المنطقة الصناعية,Industrial Area,industrial area,500,"25.26436936,45.28326061","25.24940071,45.27393201"
1682,غسلة,Gaslah,gaslah,500,"25.22573629,45.29563829","25.21954475,45.28947531"
1683,الوقف,Al Wakf,al wakf,500,"25.22388650,45.27908013","25.21771111,45.27274426"
1684,الشفاء,Ash Shifa,ash shifa,500,"25.24031918,45.26599505","25.22115792,45.23890701"
1685,الملك فهد,King Fahd,king fahd,500,"25.25034930,45.25644370","25.24049579,45.24083926"
1686,الروضة,Ar Rawdah,ar rawdah,500,"25.24723271,45.25902102","25.23611667,45.24437162"
1687,النسيم,An Nasim,an nasim,500,"25.25692297,45.26482315","25.25080789,45.25979703"
1688,الوشم,Al Washm,al washm,500,"25.25356243,45.26245772","25.24331129,45.25614411"
1689,الرحبة,Ar Rahbah,ar rahbah,500,"25.25861342,45.24094806","25.24459542,45.22180286"
1690,السادلية,As Sadiliyah,as sadiliyah,3525,"16.92782983,42.83579925","16.92137671,42.82640559"
1691,الورود,Al Wurud,al wurud,3525,"16.97640879,42.86719599","16.95990329,42.83947453"
1692,الصناعية,As Sinaiyah,as sinaiyah,3525,"16.96102189,42.86659103","16.95011825,42.84341871"
1693,القدس,Al Quds,al quds,3525,"16.96566031,42.86120301","16.94573293,42.83514317"
1694,الملك فهد,King Fahd,king fahd,3525,"16.96272927,42.83783619","16.95184496,42.81439627"
1695,النهضة,An Nahdah,an nahdah,3525,"16.96898388,42.83947453","16.96218936,42.83172092"
1696,السلام,As Salam,as salam,3525,"16.97490160,42.83798586","16.96834426,42.82983360"
1697,الربيع,Ar Rabi,ar rabi,3525,"16.98412258,42.83534557","16.97361340,42.82305952"
1698,الزهور,Az Zuhur,az zuhur,3525,"16.99360885,42.84820515","16.97129399,42.81888766"
1699,النزهة,An Nuzhah,an nuzhah,3525,"16.98006080,42.85076607","16.96566031,42.83695659"
1700,الروضة,Ar Rawdah,ar rawdah,3525,"16.97325430,42.81974477","16.95748627,42.81064793"
1701,الخالدية,Al Khaldiyah,al khaldiyah,3525,"16.96834426,42.83426720","16.95975634,42.81859720"
1702,النسيم,An Nasim,an nasim,3525,"16.97246519,42.83172092","16.96545743,42.81833792"
1703,الاندلس,Al Andalus,al andalus,3525,"16.98775247,42.83035064","16.97196987,42.81123848"
1704,الصفا,As Safa,as safa,3525,"16.98332109,42.82620042","16.97061121,42.81064380"
1705,العقدة,Al Uqdah,al uqdah,3525,"17.00830323,42.81347834","16.99623407,42.80339328"
1706,المريخية,Al Muraikhiyah,al muraikhiyah,3525,"16.95000070,42.79745687","16.94425806,42.79133712"
1707,المهدج,Al Muhdaj,al muhdaj,3525,"17.01677709,42.86215655","16.99866544,42.84164643"
1708,قويعية,Quwaiyyah,quwaiyyah,3525,"16.98144842,42.80342494","16.97134927,42.78961807"
1709,قامرة,Kamirah,kamirah,3525,"17.00116358,42.80602392","16.98796217,42.79545915"
1710,حاكمة ابي عريش,Hakimat Abi Arish,hakimat abi arish,3525,"17.01495851,42.84437344","17.00099597,42.81149868"
1711,الشاقة,Ash Shakah,ash shakah,3525,"16.93458770,42.84351487","16.93095677,42.83808496"
1712,السلام,As Salam,as salam,2156,"21.22547595,41.64105148","21.20346235,41.62043692"
1713,منيف,Munif,munif,2156,"21.21920753,41.64607978","21.20976836,41.63820076"
1714,العلاوة,Al Allawah,al allawah,2156,"21.19600680,41.65748896","21.16169175,41.63826295"
1715,البلد,Al Balad,al balad,2156,"21.23916377,41.66476384","21.21687509,41.64105148"
1716,كرا السردي,Kara As Sardi,kara as sardi,2156,"21.21929769,41.69593638","21.18142413,41.66717354"
1717,الخالدية,Al Khaldiyah,al khaldiyah,2156,"21.20810546,41.63515877","21.19545155,41.61838739"
1718,السوق,As Suq,as suq,2156,"21.22838137,41.64649086","21.21920753,41.63644486"
1719,قرية الجبنون,Qaryat Al Jabnon,qaryat al jabnon,323,"24.97766141,37.31161921","24.97195840,37.29955181"
1720,النسيم,An Nassim,an nassim,323,"24.98999670,37.30130129","24.97770794,37.28763910"
1721,التحلية,At Tahliyyah,at tahliyyah,323,"25.01727084,37.27972983","25.00422805,37.27025938"
1722,المرجان,Al Murjan,al murjan,323,"25.00657033,37.28520353","24.99664957,37.27627583"
1723,الصيادية,As Sayyadih,as sayyadih,323,"25.02449439,37.27600868","25.01642540,37.26859575"
1724,البطحاء,Al Batha,al batha,323,"25.02755876,37.27379925","25.02241585,37.26594948"
1725,الروضة,Ar Rawdhah,ar rawdhah,323,"25.03664807,37.26470732","25.02716377,37.25662112"
1726,ابو شجرة, Abu Shajarah, abu shajarah,323,"25.04342133,37.26502914","25.03366961,37.25427686"
1727,البلد,Al Balad,al balad,323,"25.03096947,37.26823336","25.02231751,37.26148834"
1728,العليا,Al Ulaya,al ulaya,323,"25.04421620,37.27476061","25.03374287,37.26466535"
1729,السلام,Al Salam,al salam,323,"25.03999730,37.26685053","25.02831546,37.26166679"
1730,الضويحي, Al Dawayhi, al dawayhi,323,"25.05918043,37.26555906","25.03904844,37.25017443"
1731,الشرقية,Ash Sharqiyyah,ash sharqiyyah,1625,"19.13291404,41.08980911","19.12423517,41.08143766"
1732,الخالدية,Al Khaldiyah,al khaldiyah,1625,"19.15120963,41.08209719","19.13291404,41.06884749"
1733,الناعمية,An Naimyyah,an naimyyah,1625,"19.12829356,41.08272130","19.12111259,41.07683111"
1734,الازهار,Al Azhar,al azhar,1625,"19.12621581,41.08789538","19.11832411,41.07859840"
1735,الغربي,Al Gharbi,al gharbi,1625,"19.13307824,41.08008460","19.12830462,41.07500520"
1736,الرتبة,Ar Ratibah,ar ratibah,1625,"19.12924633,41.07897098","19.12163867,41.07445130"
1737,الشامية,Ash Shamiyah,ash shamiyah,1625,"19.13295396,41.08272149","19.12770424,41.07896696"
1738,النسيم,An Nasim,an nasim,1801,"18.59063775,42.03641187","18.56557326,42.01515783"
1739,المنتزة,Al Montazah,al montazah,1801,"18.53188010,42.05915315","18.47339628,42.00594691"
1740,الجنادرية,Al Janadriyah,al janadriyah,1801,"18.53893511,42.06272542","18.51126636,42.02998955"
1741,النزهة,An Nuzha,an nuzha,1801,"18.55781127,42.06695471","18.54045951,42.04999588"
1742,الحيلة الشرقي,Al Haylah Ash Sharqi,al haylah ash sharqi,1801,"18.51489347,42.10002134","18.47639647,42.06422605"
1743,المقاعد,Al Maqaiid,al maqaiid,1801,"18.52439789,42.12420375","18.50390789,42.08698674"
1744,الظهرة,Adh Dhahrah,adh dhahrah,1801,"18.53741578,42.12226673","18.51994798,42.08331202"
1745,الشهد,Ash Shahd,ash shahd,1801,"18.54193697,42.05658074","18.53342189,42.04101550"
1746,الفيصلية,Al Faisaliyah,al faisaliyah,1801,"18.55508046,42.04707228","18.53893511,42.03754325"
1747,الحيلة الغربي,Al Haylah Al Gharbi,al haylah al gharbi,1801,"18.51007001,42.06678205","18.48377917,42.04406553"
1748,الخالدية,Al Khaldiyah,al khaldiyah,1801,"18.57033276,42.04458367","18.53127726,42.00703962"
1749,الروضة,Ar Rawdah,ar rawdah,1801,"18.53868399,42.03639823","18.50783396,42.00926908"
1750,البصرة,Al Basrah,al basrah,1801,"18.52069437,42.06636174","18.50152676,42.03006439"
1751,الضرس,Ad Dirs,ad dirs,1801,"18.55777756,42.08985821","18.53710249,42.06354341"
1752,الزهراء,Az Zahra,az zahra,1801,"18.60235459,42.05205179","18.55394012,42.02737039"
1753,البلد,Al Balad,al balad,1801,"18.55709760,42.05585301","18.54107883,42.04458367"
1754,السلامة,As Salamah,as salamah,1801,"18.54045951,42.09232362","18.50276941,42.05658074"
1755,الوعد,Al Waad,al waad,1801,"18.57572061,42.07136263","18.55244465,42.05366208"
1756,الغصينية,Al Ghusainiah,al ghusainiah,3652,"16.70899483,42.96939947","16.69795388,42.95672257"
1757,الواسط,Al Wasit,al wasit,3652,"16.71295056,42.96838663","16.70462721,42.95863921"
1758,العمارية,Al Amariyah,al amariyah,3652,"16.72022163,42.95728127","16.71078519,42.95012235"
1759,القسوم,Al Qasum,al qasum,3652,"16.71980871,42.95311680","16.71141740,42.94371259"
1760,الصفا,As Safa,as safa,3652,"16.71983223,42.96728179","16.71129426,42.95618020"
1761,البياطرية,Al Bayatirah,al bayatirah,3652,"16.72397441,42.98568822","16.71295056,42.96622284"
1762,خلب,Khalab,khalab,3652,"16.71812700,42.98454470","16.70899524,42.96728179"
1763,الروضة,Ar Rawdah,ar rawdah,3652,"16.72022191,42.94832262","16.70915237,42.93903533"
1764,العز,Al Iz,al iz,3652,"16.71228898,42.95176928","16.69986908,42.93932377"
1765,البلدية,Al Baladiah,al baladiah,3652,"16.70740919,42.95790697","16.69716877,42.94289394"
1766,الميزاب,Al Mizab,al mizab,3652,"16.71218418,42.96004549","16.70735057,42.95434514"
1767,المنزم,Al Manzam,al manzam,3652,"16.70777074,42.96225854","16.70020528,42.95488225"
1768,المطلع,Al Mutalla,al mutalla,3652,"16.71225062,42.95576763","16.70193991,42.94835071"
1769,الحصامة,Al Hasamah,al hasamah,3652,"16.68869179,42.93287088","16.67917477,42.92002581"
1770,المنطقة الصناعية,Al Mantiqah Al Sinaiah,al mantiqah al sinaiah,3652,"16.73714526,42.94371259","16.71803461,42.92379190"
1771,حكامية العز,Hakimiat Al Iz,hakimiat al iz,3652,"16.70915237,42.94289394","16.69116248,42.92839537"
1772,حاكمة الدغادير,Hakimat Al Daghadir,hakimat al daghadir,3652,"16.68644755,42.98376615","16.67912459,42.97123672"
1773,الدغادير,Al Daghadir,al daghadir,3652,"16.68121552,42.96590087","16.67343689,42.95468100"
1774,مسره,Masarrah,masarrah,5,"21.31790188,40.42151054","21.28482392,40.39087530"
1775,ميناء جدة الاسلامى,Jeddah Eslamic Seaport,jeddah eslamic seaport,18,"21.49290625,39.18070458","21.44474954,39.14860039"
1776,الخالدية,Al Khaldiyah,al khaldiyah,288,"25.68293858,39.30464692","25.65166466,39.28538927"
1777,الفيصلية,Al Faisaliyah,al faisaliyah,288,"25.71367310,39.30007098","25.69628158,39.28128710"
1778,الروضة,Ar Rawdah,ar rawdah,288,"25.69995144,39.29640963","25.68126972,39.28733422"
1779,سلطانة,Sultanah,sultanah,288,"25.71400549,39.28228275","25.70536555,39.27020891"
1780,العزيزية,Al Aziziyah,al aziziyah,288,"25.71026535,39.29352321","25.69978417,39.27893669"
1781,النسيم,An Nasim,an nasim,1257,"21.62798283,39.70943901","21.61211877,39.70136749"
1782,الصفاء,As Safaa,as safaa,1257,"21.63267841,39.69779656","21.61348358,39.68432286"
1783,العزيزية,Al Aziziyah,al aziziyah,1257,"21.63076415,39.70514986","21.61259787,39.69566992"
1784,النقابة,An Naqabah,an naqabah,1257,"21.63650146,39.68617690","21.62058972,39.65841438"
1785,السلامة,As Salamah,as salamah,1257,"21.61259787,39.71131769","21.58815499,39.69518073"
1786,أبو شعيب,Abu Shuayb,abu shuayb,1257,"21.58826159,39.70985781","21.57335077,39.69639888"
1787,النخيل,An Nakhil,an nakhil,1257,"21.61575238,39.69954306","21.59532841,39.68750363"
1788,الخالدية,Al Khaldiyah,al khaldiyah,1257,"21.61342040,39.70136749","21.60350403,39.69781698"
1789,الفيصلية,Al Faisaliyah,al faisaliyah,1257,"21.62176848,39.69228817","21.60447826,39.68142771"
1790,سدر,Sedr,sedr,1257,"21.63647509,39.68469777","21.61423531,39.65787224"
1791,القريات,Al Quraiyat,al quraiyat,1257,"21.66484223,39.64506565","21.64404240,39.61822122"
1792,أبو عروة,Abu Urwah,abu urwah,1257,"21.66445041,39.71555111","21.62798283,39.67913018"
1793,عين شمس,Ayn Shams,ayn shams,1257,"21.66829127,39.78218552","21.63127741,39.74138932"
1794,الشهداء,Ash Shuhada,ash shuhada,1257,"21.65383134,39.73436862","21.61768639,39.70514986"
1795,الديرة القديمة, Ad Dirah Al Qadimah, ad dirah al qadimah,443,"25.29951860,45.87267974","25.29294886,45.86693486"
1796,الخالدية,Al Khaldiyah,al khaldiyah,443,"25.29066684,45.86894245","25.28058823,45.86072092"
1797,العزيزية,Al Aziziyah,al aziziyah,443,"25.28054763,45.86738469","25.27079362,45.86149843"
1798,الفيصلية,Al Faisaliyah,al faisaliyah,443,"25.28618972,45.86583857","25.27757830,45.85569094"
1799,الجنادرية,Al Janadriyah,al janadriyah,443,"25.27133334,45.86818907","25.26531114,45.86077737"
1800,الورود,Al Wurud,al wurud,306,"26.02979035,44.95884174","26.02300179,44.94961271"
1801,الزهور,Az Zuhur,az zuhur,306,"26.03584471,44.94777042","26.02579716,44.94100833"
1802,الاندلس,Al Andalus,al andalus,306,"26.02366002,44.94931062","26.01620357,44.94150237"
1803,الربيع,Ar Rabi,ar rabi,306,"26.04202364,44.93825725","26.02943360,44.93234603"
1804,المصيف,Al Masiaf,al masiaf,306,"26.04272619,44.94531059","26.03521777,44.93706390"
1805,الياسمين,Al Yasmin,al yasmin,306,"26.03548551,44.94197201","26.02581244,44.93363971"
1806,الخزامي,Al Khuzama,al khuzama,306,"26.02966200,44.95196567","26.02101652,44.94363748"
1807,غرناطة,Ghirnatah,ghirnatah,306,"26.02151751,44.95625148","26.01576611,44.94736699"
1808,الغدير,Al Ghadir,al ghadir,306,"26.02509932,44.95767961","26.02038871,44.95013166"
1809,الصناعية,As Sinaiyah,as sinaiyah,306,"26.02423516,44.97153437","26.01982418,44.96801948"
1810,النفل,An Naql,an naql,306,"26.02710939,44.96945792","26.01987496,44.96186946"
1811,البستان,Al Bustan,al bustan,306,"26.02918426,44.96375089","26.02163021,44.95767961"
1812,النخيل,An Nakhil,an nakhil,306,"26.03468971,44.95430621","26.02689159,44.94776440"
1813,المروج,Al Muruj,al muruj,306,"26.03279325,44.95964692","26.02664746,44.95243859"
1814,الريان,Ar Rayyan,ar rayyan,3275,"18.75327843,42.26736311","18.74134137,42.25536212"
1815, الربيع,Ar Rabi,ar rabi,3275,"18.78783467,42.27467719","18.76805395,42.24876838"
1816,السلامة,As Salamah,as salamah,3275,"18.79264177,42.27688870","18.77122352,42.25142923"
1817,الربوة,Al Rabwah,al rabwah,3275,"18.81971944,42.26756410","18.78786888,42.25229990"
1818, البساتين,Al Basatin,al basatin,3275,"18.82492951,42.26814876","18.81738127,42.26250912"
